TableType,Top25Type,Year,Drug_Category,Payer_Type,Rank,National_Drug_Code,Drug_Name,NumberofPrescriptions,NumberofIndividuals,TotalCost,AverageCostperUnit,AverageDispensedUnitsPerFill,DrugUnitofMeasure,Out-of-Pocket Median,Out-of-Pocket25P,Out-of-Pocket75P,OOPZeroCount
Top 25 W/O Medi-Cal,Freq,2021,Brand,All Payers W/O Medi-Cal,16.0,23916360.0,Restasis,"247,224","73,504","$215,841,183",$10.46,83,EA,$7.00,$1.33,$42.50,10.8%
Top 25 W/O Medi-Cal,Freq,2021,Brand,All Payers W/O Medi-Cal,17.0,52268001201.0,Suprep Bowel Prep Kit,"233,778","211,694","$25,217,312",$0.30,355,ML,$30.00,$0.00,$50.00,26.6%
Top 25 W/O Medi-Cal,Freq,2021,Brand,All Payers W/O Medi-Cal,18.0,597015230.0,Jardiance,"231,076","59,262","$193,184,943",$18.20,46,EA,$17.78,$1.45,$43.43,9.3%
Top 25 W/O Medi-Cal,Freq,2021,Brand,All Payers W/O Medi-Cal,19.0,53885004501.0,OneTouch Verio Flex System,"229,460","210,310","$862,229",$3.64,1,EA,$0.00,$0.00,$0.25,71.9%
Top 25 W/O Medi-Cal,Freq,2021,Brand,All Payers W/O Medi-Cal,20.0,70515071201.0,Alvesco,"228,874","111,157","$32,273,979",$9.75,14,GM,$20.00,$10.00,$35.00,2.4%
Top 25 W/O Medi-Cal,Freq,2021,Brand,All Payers W/O Medi-Cal,21.0,597010061.0,Spiriva Respimat,"227,245","60,843","$118,978,995",$82.32,6,GM,$20.89,$6.67,$44.76,5.0%
Top 25 W/O Medi-Cal,Freq,2021,Brand,All Payers W/O Medi-Cal,22.0,53885027302.0,OneTouch Verio,"220,657","188,506","$1,633,247",$7.02,1,EA,$0.00,$0.00,$0.73,63.0%
Top 25 W/O Medi-Cal,Freq,2021,Brand,All Payers W/O Medi-Cal,23.0,53885000810.0,OneTouch Delica Plus Lancet33G,"214,651","118,496","$2,850,072",$0.07,184,EA,$0.00,$0.00,$1.02,64.9%
Top 25 W/O Medi-Cal,Freq,2021,Brand,All Payers W/O Medi-Cal,24.0,186037020.0,Symbicort,"211,743","61,686","$106,420,669",$36.28,14,GM,$20.00,$2.00,$47.00,8.2%
Top 25 W/O Medi-Cal,Freq,2021,Brand,All Payers W/O Medi-Cal,25.0,58160088752.0,Fluarix Quadrivalent,"203,381","202,655","$6,210,835",$55.72,1,ML,$0.00,$0.00,$0.00,98.0%
Top 25 W/O Medi-Cal,Freq,2021,Generic,All Payers W/O Medi-Cal,1.0,59267100001.0,Pfizer-BioNTech COVID-19 Vacc,"1,743,067","1,099,328","$63,976,830",$104.13,0,ML,$0.00,$0.00,$0.00,99.9%
Top 25 W/O Medi-Cal,Freq,2021,Generic,All Payers W/O Medi-Cal,2.0,59267100002.0,Pfizer-BioNTech COVID-19 Vacc,"1,572,459","1,034,084","$56,588,326",$99.21,0,ML,$0.00,$0.00,$0.00,99.9%
Top 25 W/O Medi-Cal,Freq,2021,Generic,All Payers W/O Medi-Cal,3.0,80777027399.0,Moderna COVID-19 Vaccine,"1,087,333","698,920","$36,841,266",$67.63,1,ML,$0.00,$0.00,$0.00,99.9%
Top 25 W/O Medi-Cal,Freq,2021,Generic,All Payers W/O Medi-Cal,4.0,68180098003.0,Lisinopril,"904,417","281,238","$7,667,520",$0.10,83,EA,$1.24,$0.00,$3.67,30.0%
Top 25 W/O Medi-Cal,Freq,2021,Generic,All Payers W/O Medi-Cal,5.0,406012301.0,HYDROcodone-Acetaminophen,"870,971","460,713","$9,791,278",$0.30,38,EA,$5.00,$1.61,$7.25,3.4%
Top 25 W/O Medi-Cal,Freq,2021,Generic,All Payers W/O Medi-Cal,6.0,68180098103.0,Lisinopril,"867,082","261,532","$7,956,672",$0.10,88,EA,$1.10,$0.00,$3.45,32.7%
Top 25 W/O Medi-Cal,Freq,2021,Generic,All Payers W/O Medi-Cal,7.0,60505082901.0,Fluticasone Propionate,"849,257","368,967","$12,802,589",$0.72,21,GM,$5.00,$2.86,$10.00,9.0%
Top 25 W/O Medi-Cal,Freq,2021,Generic,All Payers W/O Medi-Cal,8.0,60505257909.0,Atorvastatin Calcium,"830,346","247,492","$11,019,213",$0.20,66,EA,$0.00,$0.00,$1.37,58.9%
Top 25 W/O Medi-Cal,Freq,2021,Generic,All Payers W/O Medi-Cal,9.0,70377002913.0,Atorvastatin Calcium,"791,631","282,879","$9,249,443",$0.12,100,EA,$1.95,$0.00,$3.52,36.5%
Top 25 W/O Medi-Cal,Freq,2021,Generic,All Payers W/O Medi-Cal,10.0,62175061743.0,Pantoprazole Sodium,"782,556","271,852","$11,311,901",$0.20,73,EA,$3.33,$1.32,$5.96,11.1%
Top 25 W/O Medi-Cal,Freq,2021,Generic,All Payers W/O Medi-Cal,11.0,60505258009.0,Atorvastatin Calcium,"738,494","226,636","$11,868,808",$0.24,68,EA,$0.43,$0.00,$3.43,40.6%
Top 25 W/O Medi-Cal,Freq,2021,Generic,All Payers W/O Medi-Cal,12.0,70377002813.0,Atorvastatin Calcium,"736,595","266,068","$8,623,493",$0.12,100,EA,$2.50,$0.00,$3.89,34.1%
Top 25 W/O Medi-Cal,Freq,2021,Generic,All Payers W/O Medi-Cal,13.0,67877019805.0,amLODIPine Besylate,"719,932","199,634","$3,958,276",$0.09,60,EA,$0.45,$0.00,$1.26,34.3%
Top 25 W/O Medi-Cal,Freq,2021,Generic,All Payers W/O Medi-Cal,14.0,71093014706.0,amLODIPine Besylate,"693,221","199,146","$3,934,590",$0.08,72,EA,$0.43,$0.00,$1.30,39.7%
Top 25 W/O Medi-Cal,Freq,2021,Generic,All Payers W/O Medi-Cal,15.0,65862020299.0,Losartan Potassium,"691,952","228,349","$8,208,645",$0.13,94,EA,$2.04,$0.00,$3.89,27.4%
Top 25 W/O Medi-Cal,Freq,2021,Generic,All Payers W/O Medi-Cal,16.0,60505257809.0,Atorvastatin Calcium,"687,928","199,469","$6,806,672",$0.15,65,EA,$0.00,$0.00,$1.34,58.3%
Top 25 W/O Medi-Cal,Freq,2021,Generic,All Payers W/O Medi-Cal,17.0,29300012810.0,hydroCHLOROthiazide,"685,934","267,400","$5,700,711",$0.10,81,EA,$2.33,$0.43,$3.67,21.9%
Top 25 W/O Medi-Cal,Freq,2021,Generic,All Payers W/O Medi-Cal,18.0,16729018317.0,hydroCHLOROthiazide,"660,168","172,262","$1,791,922",$0.04,64,EA,$0.43,$0.00,$0.97,37.3%
Top 25 W/O Medi-Cal,Freq,2021,Generic,All Payers W/O Medi-Cal,19.0,65162035109.0,Sildenafil Citrate,"645,155","205,193","$6,274,456",$0.25,39,EA,$4.72,$3.84,$7.67,0.9%
Top 25 W/O Medi-Cal,Freq,2021,Generic,All Payers W/O Medi-Cal,20.0,29300039710.0,amLODIPine Besylate,"636,259","270,159","$7,132,921",$0.11,102,EA,$3.33,$0.60,$3.89,19.6%
Top 25 W/O Medi-Cal,Freq,2021,Generic,All Payers W/O Medi-Cal,21.0,406012501.0,HYDROcodone-Acetaminophen,"631,913","141,354","$13,050,654",$0.23,89,EA,$5.00,$2.31,$10.00,4.5%
Top 25 W/O Medi-Cal,Freq,2021,Generic,All Payers W/O Medi-Cal,22.0,54327099.0,Fluticasone Propionate,"626,288","277,277","$9,720,194",$0.67,23,GM,$3.21,$1.30,$5.16,12.2%
Top 25 W/O Medi-Cal,Freq,2021,Generic,All Payers W/O Medi-Cal,23.0,65862020399.0,Losartan Potassium,"624,900","194,127","$7,322,635",$0.15,76,EA,$1.67,$0.00,$3.69,30.4%
Top 25 W/O Medi-Cal,Freq,2021,Generic,All Payers W/O Medi-Cal,24.0,781286810.0,Omeprazole,"610,742","237,155","$6,581,171",$0.17,64,EA,$1.28,$0.43,$3.72,20.7%
Top 25 W/O Medi-Cal,Freq,2021,Generic,All Payers W/O Medi-Cal,25.0,61314054701.0,Latanoprost,"589,252","186,304","$12,706,074",$3.78,6,ML,$4.17,$1.00,$6.67,17.6%
Top 25 W/O Medi-Cal,Freq,2021,All,All Payers W/O Medi-Cal,1.0,59267100001.0,Pfizer-BioNTech COVID-19 Vacc,"1,743,067","1,099,328","$63,976,830",$104.13,0,ML,$0.00,$0.00,$0.00,99.9%
Top 25 W/O Medi-Cal,Freq,2021,All,All Payers W/O Medi-Cal,2.0,59267100002.0,Pfizer-BioNTech COVID-19 Vacc,"1,572,459","1,034,084","$56,588,326",$99.21,0,ML,$0.00,$0.00,$0.00,99.9%
Top 25 W/O Medi-Cal,Freq,2021,All,All Payers W/O Medi-Cal,3.0,80777027399.0,Moderna COVID-19 Vaccine,"1,087,333","698,920","$36,841,266",$67.63,1,ML,$0.00,$0.00,$0.00,99.9%
Top 25 W/O Medi-Cal,Freq,2021,All,All Payers W/O Medi-Cal,4.0,53885027210.0,OneTouch Verio,"1,012,982","489,153","$38,231,754",$0.18,209,EA,$0.00,$0.00,$1.76,66.5%
Top 25 W/O Medi-Cal,Freq,2021,All,All Payers W/O Medi-Cal,5.0,3089421.0,Eliquis,"983,049","205,818","$760,996,269",$8.40,92,EA,$35.00,$4.00,$75.00,7.4%
Top 25 W/O Medi-Cal,Freq,2021,All,All Payers W/O Medi-Cal,6.0,68180098003.0,Lisinopril,"904,417","281,238","$7,667,520",$0.10,83,EA,$1.24,$0.00,$3.67,30.0%
Top 25 W/O Medi-Cal,Freq,2021,All,All Payers W/O Medi-Cal,7.0,406012301.0,HYDROcodone-Acetaminophen,"870,971","460,713","$9,791,278",$0.30,38,EA,$5.00,$1.61,$7.25,3.4%
Top 25 W/O Medi-Cal,Freq,2021,All,All Payers W/O Medi-Cal,8.0,68180098103.0,Lisinopril,"867,082","261,532","$7,956,672",$0.10,88,EA,$1.10,$0.00,$3.45,32.7%
Top 25 W/O Medi-Cal,Freq,2021,All,All Payers W/O Medi-Cal,9.0,60505082901.0,Fluticasone Propionate,"849,257","368,967","$12,802,589",$0.72,21,GM,$5.00,$2.86,$10.00,9.0%
Top 25 W/O Medi-Cal,Freq,2021,All,All Payers W/O Medi-Cal,10.0,60505257909.0,Atorvastatin Calcium,"830,346","247,492","$11,019,213",$0.20,66,EA,$0.00,$0.00,$1.37,58.9%
Top 25 W/O Medi-Cal,Freq,2021,All,All Payers W/O Medi-Cal,11.0,70377002913.0,Atorvastatin Calcium,"791,631","282,879","$9,249,443",$0.12,100,EA,$1.95,$0.00,$3.52,36.5%
Top 25 W/O Medi-Cal,Freq,2021,All,All Payers W/O Medi-Cal,12.0,62175061743.0,Pantoprazole Sodium,"782,556","271,852","$11,311,901",$0.20,73,EA,$3.33,$1.32,$5.96,11.1%
Top 25 W/O Medi-Cal,Freq,2021,All,All Payers W/O Medi-Cal,13.0,60505258009.0,Atorvastatin Calcium,"738,494","226,636","$11,868,808",$0.24,68,EA,$0.43,$0.00,$3.43,40.6%
Top 25 W/O Medi-Cal,Freq,2021,All,All Payers W/O Medi-Cal,14.0,70377002813.0,Atorvastatin Calcium,"736,595","266,068","$8,623,493",$0.12,100,EA,$2.50,$0.00,$3.89,34.1%
Top 25 W/O Medi-Cal,Freq,2021,All,All Payers W/O Medi-Cal,15.0,67877019805.0,amLODIPine Besylate,"719,932","199,634","$3,958,276",$0.09,60,EA,$0.45,$0.00,$1.26,34.3%
Top 25 W/O Medi-Cal,Freq,2021,All,All Payers W/O Medi-Cal,16.0,71093014706.0,amLODIPine Besylate,"693,221","199,146","$3,934,590",$0.08,72,EA,$0.43,$0.00,$1.30,39.7%
Top 25 W/O Medi-Cal,Freq,2021,All,All Payers W/O Medi-Cal,17.0,65862020299.0,Losartan Potassium,"691,952","228,349","$8,208,645",$0.13,94,EA,$2.04,$0.00,$3.89,27.4%
Top 25 W/O Medi-Cal,Freq,2021,All,All Payers W/O Medi-Cal,18.0,60505257809.0,Atorvastatin Calcium,"687,928","199,469","$6,806,672",$0.15,65,EA,$0.00,$0.00,$1.34,58.3%
Top 25 W/O Medi-Cal,Freq,2021,All,All Payers W/O Medi-Cal,19.0,29300012810.0,hydroCHLOROthiazide,"685,934","267,400","$5,700,711",$0.10,81,EA,$2.33,$0.43,$3.67,21.9%
Top 25 W/O Medi-Cal,Freq,2021,All,All Payers W/O Medi-Cal,20.0,16729018317.0,hydroCHLOROthiazide,"660,168","172,262","$1,791,922",$0.04,64,EA,$0.43,$0.00,$0.97,37.3%
Top 25 W/O Medi-Cal,Freq,2021,All,All Payers W/O Medi-Cal,21.0,65162035109.0,Sildenafil Citrate,"645,155","205,193","$6,274,456",$0.25,39,EA,$4.72,$3.84,$7.67,0.9%
Top 25 W/O Medi-Cal,Freq,2021,All,All Payers W/O Medi-Cal,22.0,29300039710.0,amLODIPine Besylate,"636,259","270,159","$7,132,921",$0.11,102,EA,$3.33,$0.60,$3.89,19.6%
Top 25 W/O Medi-Cal,Freq,2021,All,All Payers W/O Medi-Cal,23.0,406012501.0,HYDROcodone-Acetaminophen,"631,913","141,354","$13,050,654",$0.23,89,EA,$5.00,$2.31,$10.00,4.5%
Top 25 W/O Medi-Cal,Freq,2021,All,All Payers W/O Medi-Cal,24.0,54327099.0,Fluticasone Propionate,"626,288","277,277","$9,720,194",$0.67,23,GM,$3.21,$1.30,$5.16,12.2%
Top 25 W/O Medi-Cal,Freq,2021,All,All Payers W/O Medi-Cal,25.0,65862020399.0,Losartan Potassium,"624,900","194,127","$7,322,635",$0.15,76,EA,$1.67,$0.00,$3.69,30.4%
Top 25 W/O Medi-Cal,Freq,2022,Biologic,All Payers W/O Medi-Cal,1.0,58160082311.0,Shingrix,"574,936","415,554","$107,404,760",$186.42,1,EA,$4.00,$0.00,$41.38,43.3%
Top 25 W/O Medi-Cal,Freq,2022,Biologic,All Payers W/O Medi-Cal,2.0,88221905.0,Lantus SoloStar,"497,030","123,227","$260,666,854",$26.25,20,ML,$12.50,$1.33,$32.75,13.6%
Top 25 W/O Medi-Cal,Freq,2022,Biologic,All Payers W/O Medi-Cal,3.0,2831501.0,HumuLIN N,"264,733","89,017","$52,140,460",$3.64,54,ML,$5.00,$3.33,$10.00,4.5%
Top 25 W/O Medi-Cal,Freq,2022,Biologic,All Payers W/O Medi-Cal,4.0,2143480.0,Trulicity,"249,640","51,060","$302,177,680",$441.42,3,ML,$18.00,$1.33,$47.00,14.3%
Top 25 W/O Medi-Cal,Freq,2022,Biologic,All Payers W/O Medi-Cal,5.0,88222033.0,Lantus,"203,191","55,659","$99,459,114",$18.03,27,ML,$18.08,$3.28,$35.00,11.9%
Top 25 W/O Medi-Cal,Freq,2022,Biologic,All Payers W/O Medi-Cal,6.0,2771559.0,Basaglar KwikPen,"180,573","48,982","$66,703,800",$22.09,17,ML,$1.83,$0.36,$5.05,21.7%
