TableType,Top25Type,Year,Drug_Category,Payer_Type,Rank,National_Drug_Code,Drug_Name,NumberofPrescriptions,NumberofIndividuals,TotalCost,AverageCostperUnit,AverageDispensedUnitsPerFill,DrugUnitofMeasure,Out-of-Pocket Median,Out-of-Pocket25P,Out-of-Pocket75P,OOPZeroCount
Top 25 List Overall,Cost,2021,Generic,All Payers ,18.0,378696112.0,Glatiramer Acetate,"5,153",782,"$16,690,662",$256.09,13,ML,$25.00,$4.00,$250.00,12.3%
Top 25 List Overall,Cost,2021,Generic,All Payers ,19.0,80777027315.0,Moderna COVID-19 Vaccine,"422,955","349,763","$16,689,158",$94.72,0,ML,$0.00,$0.00,$0.00,100.0%
Top 25 List Overall,Cost,2021,Generic,All Payers ,20.0,72626270101.0,Sofosbuvir-Velpatasvir,"2,049",928,"$16,622,641",$285.08,28,EA,$2.00,$0.00,$100.00,39.8%
Top 25 List Overall,Cost,2021,Generic,All Payers ,21.0,591352530.0,Lidocaine,"99,938","34,631","$15,410,604",$3.68,42,EA,$5.00,$0.56,$10.48,19.5%
Top 25 List Overall,Cost,2021,Generic,All Payers ,22.0,69097052444.0,Diclofenac Sodium,"427,918","202,468","$14,951,108",$0.23,154,GM,$5.00,$1.30,$10.90,15.1%
Top 25 List Overall,Cost,2021,Generic,All Payers ,23.0,115169449.0,EPINEPHrine,"102,423","83,337","$14,296,252",$64.10,2,EA,$10.00,$5.00,$15.00,3.3%
Top 25 List Overall,Cost,2021,Generic,All Payers ,24.0,65162046935.0,EluRyng,"68,302","26,577","$14,047,997",$67.87,3,EA,$0.00,$0.00,$0.00,95.9%
Top 25 List Overall,Cost,2021,Generic,All Payers ,25.0,378932032.0,Wixela Inhub,"83,819","30,604","$13,914,019",$1.65,100,EA,$10.00,$5.00,$15.00,4.1%
Top 25 List Overall,Cost,2021,All,All Payers ,1.0,61958250101.0,Biktarvy,"257,715","36,433","$1,074,016,207",$107.76,39,EA,$0.89,$0.00,$25.00,46.3%
Top 25 List Overall,Cost,2021,All,All Payers ,2.0,3089421.0,Eliquis,"996,543","210,437","$768,142,905",$8.40,92,EA,$33.07,$4.00,$73.87,9.4%
Top 25 List Overall,Cost,2021,All,All Payers ,3.0,74055402.0,Humira (2 Pen),"98,904","13,579","$658,455,118","$2,767.33",2,EA,$47.99,$5.00,$250.00,14.3%
Top 25 List Overall,Cost,2021,All,All Payers ,4.0,57894006103.0,Stelara,"22,973","4,418","$487,220,554","$20,287.33",1,ML,$42.29,$10.00,$135.00,13.2%
Top 25 List Overall,Cost,2021,All,All Payers ,5.0,58406003204.0,Enbrel SureClick,"70,151","9,754","$400,942,148","$1,332.09",4,ML,$50.00,$10.00,$250.00,8.4%
Top 25 List Overall,Cost,2021,All,All Payers ,6.0,74433902.0,Humira (2 Pen),"66,878","9,062","$386,458,748","$2,336.77",2,EA,$30.00,$13.75,$200.00,6.5%
Top 25 List Overall,Cost,2021,All,All Payers ,7.0,61958200201.0,Descovy,"147,067","23,236","$326,431,268",$62.61,35,EA,$0.00,$0.00,$30.00,50.0%
Top 25 List Overall,Cost,2021,All,All Payers ,8.0,6027731.0,Januvia,"380,579","85,379","$323,009,650",$16.42,52,EA,$10.00,$1.33,$39.09,11.2%
Top 25 List Overall,Cost,2021,All,All Payers ,9.0,61958190101.0,Genvoya,"68,590","10,120","$319,830,023",$106.12,44,EA,$13.07,$0.00,$32.28,32.9%
Top 25 List Overall,Cost,2021,All,All Payers ,10.0,49702023113.0,Triumeq,"74,847","10,141","$300,344,339",$102.41,39,EA,$3.33,$0.00,$27.50,37.7%
Top 25 List Overall,Cost,2021,All,All Payers ,11.0,78063941.0,Cosentyx Sensoready (300 MG),"56,823","8,015","$291,401,313","$2,303.67",2,ML,$38.87,$16.67,$216.67,6.7%
Top 25 List Overall,Cost,2021,All,All Payers ,12.0,2143480.0,Trulicity,"251,337","49,617","$285,686,243",$418.17,3,ML,$17.50,$1.33,$45.00,14.4%
Top 25 List Overall,Cost,2021,All,All Payers ,13.0,88221905.0,Lantus SoloStar,"552,731","131,318","$283,095,982",$26.76,19,ML,$10.00,$1.33,$31.50,18.9%
Top 25 List Overall,Cost,2021,All,All Payers ,14.0,597015330.0,Jardiance,"334,471","83,726","$280,145,801",$17.47,48,EA,$20.00,$1.67,$40.00,10.0%
Top 25 List Overall,Cost,2021,All,All Payers ,15.0,310135030.0,Tagrisso,"17,345","2,437","$276,436,820",$524.95,30,EA,$25.00,$0.77,$166.67,15.7%
Top 25 List Overall,Cost,2021,All,All Payers ,16.0,3089321.0,Eliquis,"379,213","79,402","$267,406,483",$8.46,83,EA,$26.21,$2.60,$67.01,12.2%
Top 25 List Overall,Cost,2021,All,All Payers ,17.0,469012599.0,Xtandi,"22,461","3,462","$258,873,497",$100.50,115,EA,$51.23,$4.00,$725.35,10.6%
Top 25 List Overall,Cost,2021,All,All Payers ,18.0,50458057930.0,Xarelto,"310,101","71,896","$254,728,658",$16.26,51,EA,$30.00,$3.33,$73.68,9.2%
Top 25 List Overall,Cost,2021,All,All Payers ,19.0,50458056401.0,Invega Sustenna,"79,208","11,343","$234,495,736","$1,924.03",2,ML,$0.00,$0.00,$0.40,74.1%
Top 25 List Overall,Cost,2021,All,All Payers ,20.0,55513013760.0,Otezla,"60,287","9,944","$226,562,998",$60.06,63,EA,$35.00,$19.09,$219.46,6.3%
Top 25 List Overall,Cost,2021,All,All Payers ,21.0,57962042028.0,Imbruvica,"15,429","1,956","$220,994,306",$503.64,28,EA,$200.00,$15.81,$888.94,7.0%
Top 25 List Overall,Cost,2021,All,All Payers ,22.0,23916360.0,Restasis,"247,523","73,601","$216,056,023",$10.46,83,EA,$7.00,$1.33,$42.15,10.9%
Top 25 List Overall,Cost,2021,All,All Payers ,23.0,24591401.0,Dupixent,"62,616","7,898","$201,922,116",$770.87,4,ML,$65.00,$20.00,$250.00,7.9%
Top 25 List Overall,Cost,2021,All,All Payers ,24.0,597015230.0,Jardiance,"236,434","61,620","$198,057,871",$18.19,46,EA,$15.00,$1.33,$42.00,12.8%
Top 25 List Overall,Cost,2021,All,All Payers ,25.0,61958210101.0,Odefsey,"46,090","6,384","$193,441,087",$97.26,43,EA,$13.33,$0.00,$30.22,28.9%
Top 25 List Overall,Cost,2022,Biologic,All Payers ,1.0,74055402.0,Humira (2 Pen),"152,651","20,893","$1,098,753,428","$2,978.80",2,EA,$20.00,$0.00,$200.00,35.5%
Top 25 List Overall,Cost,2022,Biologic,All Payers ,2.0,57894006103.0,Stelara,"34,942","6,269","$794,143,838","$21,671.87",1,ML,$31.51,$0.33,$150.00,23.6%
Top 25 List Overall,Cost,2022,Biologic,All Payers ,3.0,58406003204.0,Enbrel SureClick,"91,958","12,829","$572,117,592","$1,463.37",4,ML,$20.00,$0.00,$171.70,29.0%
Top 25 List Overall,Cost,2022,Biologic,All Payers ,4.0,74433902.0,Humira (2 Pen),"76,065","10,564","$488,892,704","$2,580.94",2,EA,$20.00,$0.00,$125.87,27.4%
Top 25 List Overall,Cost,2022,Biologic,All Payers ,5.0,78063941.0,Cosentyx Sensoready (300 MG),"80,187","11,129","$439,388,453","$2,516.11",2,ML,$25.00,$1.00,$159.80,22.1%
Top 25 List Overall,Cost,2022,Biologic,All Payers ,6.0,2143480.0,Trulicity,"354,902","74,084","$417,911,607",$438.08,3,ML,$1.90,$0.00,$30.00,40.9%
Top 25 List Overall,Cost,2022,Biologic,All Payers ,7.0,88221905.0,Lantus SoloStar,"648,248","166,142","$330,610,042",$26.58,19,ML,$2.67,$0.00,$25.00,35.9%
Top 25 List Overall,Cost,2022,Biologic,All Payers ,8.0,2143380.0,Trulicity,"285,112","71,616","$317,777,895",$438.69,3,ML,$0.62,$0.00,$25.00,48.5%
Top 25 List Overall,Cost,2022,Biologic,All Payers ,9.0,24591401.0,Dupixent,"73,471","9,748","$254,131,191",$818.17,4,ML,$27.06,$0.00,$237.03,26.8%
Top 25 List Overall,Cost,2022,Biologic,All Payers ,10.0,24591502.0,Dupixent,"68,454","11,379","$238,509,870",$808.71,4,ML,$20.00,$0.00,$182.78,31.9%
Top 25 List Overall,Cost,2022,Biologic,All Payers ,11.0,2771559.0,Basaglar KwikPen,"607,086","135,655","$222,653,519",$21.76,17,ML,$0.00,$0.00,$0.75,71.7%
Top 25 List Overall,Cost,2022,Biologic,All Payers ,12.0,74210001.0,Skyrizi Pen,"11,626","3,924","$217,623,196","$18,097.56",1,ML,$10.00,$0.00,$138.72,41.2%
Top 25 List Overall,Cost,2022,Biologic,All Payers ,13.0,57894064011.0,Tremfya,"14,523","3,604","$174,867,511","$11,091.43",1,ML,$25.00,$0.00,$127.13,26.1%
Top 25 List Overall,Cost,2022,Biologic,All Payers ,14.0,58406002104.0,Enbrel,"27,054","3,769","$165,656,709","$1,422.92",4,ML,$20.00,$0.62,$150.00,22.7%
Top 25 List Overall,Cost,2022,Biologic,All Payers ,15.0,2879959.0,HumaLOG KwikPen,"247,526","74,800","$165,094,599",$25.65,26,ML,$4.93,$0.00,$30.00,36.6%
Top 25 List Overall,Cost,2022,Biologic,All Payers ,16.0,32301613.0,Creon,"87,507","20,547","$159,969,463",$11.44,160,EA,$2.00,$0.00,$20.00,31.6%
Top 25 List Overall,Cost,2022,Biologic,All Payers ,17.0,2223680.0,Trulicity,"129,680","31,147","$153,416,171",$437.19,3,ML,$1.94,$0.00,$30.00,42.0%
Top 25 List Overall,Cost,2022,Biologic,All Payers ,18.0,2144511.0,Taltz,"23,037","3,259","$152,472,710","$6,081.88",1,ML,$21.54,$0.00,$250.00,37.7%
Top 25 List Overall,Cost,2022,Biologic,All Payers ,19.0,2751001.0,HumaLOG,"221,656","57,736","$151,076,935",$16.73,41,ML,$11.75,$0.00,$30.00,31.4%
Top 25 List Overall,Cost,2022,Biologic,All Payers ,20.0,88222033.0,Lantus,"297,307","78,617","$146,563,851",$20.34,24,ML,$4.00,$0.00,$26.67,37.6%
Top 25 List Overall,Cost,2022,Biologic,All Payers ,21.0,58160082311.0,Shingrix,"723,945","523,882","$134,636,284",$185.67,1,EA,$0.00,$0.00,$35.00,55.0%
Top 25 List Overall,Cost,2022,Biologic,All Payers ,22.0,74379902.0,Humira (2 Syringe),"20,865","3,080","$134,348,442","$2,600.48",2,EA,$15.04,$0.00,$89.38,30.4%
Top 25 List Overall,Cost,2022,Biologic,All Payers ,23.0,169633910.0,NovoLOG FlexPen,"174,639","48,787","$129,421,233",$36.78,20,ML,$1.33,$0.00,$13.33,34.0%
Top 25 List Overall,Cost,2022,Biologic,All Payers ,24.0,74024302.0,Humira (2 Syringe),"15,540","2,270","$112,392,613","$2,924.61",2,EA,$20.00,$0.00,$182.95,33.9%
Top 25 List Overall,Cost,2022,Biologic,All Payers ,25.0,72511076002.0,Repatha SureClick,"158,070","25,639","$110,281,588",$258.29,3,ML,$35.00,$4.00,$82.05,15.0%
Top 25 List Overall,Cost,2022,Biosimilar,All Payers ,1.0,61314032610.0,Zarxio,"6,324","2,364","$11,062,478",$306.90,6,ML,$20.00,$0.05,$35.00,24.9%
Top 25 List Overall,Cost,2022,Biosimilar,All Payers ,2.0,61314031810.0,Zarxio,"8,653","3,221","$10,420,400",$335.27,4,ML,$20.00,$0.68,$50.00,24.6%
