TableType,Top25Type,Year,Drug_Category,Payer_Type,Rank,National_Drug_Code,Drug_Name,NumberofPrescriptions,NumberofIndividuals,TotalCost,AverageCostperUnit,AverageDispensedUnitsPerFill,DrugUnitofMeasure,Out-of-Pocket Median,Out-of-Pocket25P,Out-of-Pocket75P,OOPZeroCount
Top 25 Payer,Freq,2021,Biologic,Medi-Cal,1.0,88222033.0,Lantus,"45,591","11,567","$21,471,492",$27.81,17,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Biologic,Medi-Cal,2.0,88221905.0,Lantus SoloStar,"31,490","9,916","$14,067,310",$27.64,16,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Biologic,Medi-Cal,3.0,2751001.0,HumaLOG,"21,504","5,599","$13,723,919",$26.20,24,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Biologic,Medi-Cal,4.0,2771559.0,Basaglar KwikPen,"17,278","6,799","$5,491,299",$21.81,15,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Biologic,Medi-Cal,5.0,2879959.0,HumaLOG KwikPen,"13,696","4,102","$11,076,182",$33.24,24,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Biologic,Medi-Cal,6.0,2773701.0,Insulin Lispro,"8,901","2,817","$2,312,265",$13.84,19,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Biologic,Medi-Cal,7.0,2771459.0,HumaLOG Junior KwikPen,"8,790","1,909","$7,535,509",$34.11,25,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Biologic,Medi-Cal,8.0,2822259.0,Insulin Lispro (1 Unit Dial),"7,066","2,634","$2,082,314",$17.74,17,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Biologic,Medi-Cal,9.0,2831501.0,HumuLIN N,"6,729","2,372","$1,550,305",$15.09,15,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Biologic,Medi-Cal,10.0,169266015.0,Tresiba FlexTouch,"5,718","1,284","$3,543,236",$33.62,18,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Biologic,Medi-Cal,11.0,2143380.0,Trulicity,"5,661","1,984","$5,535,634",$413.68,2,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Biologic,Medi-Cal,12.0,50242010040.0,Pulmozyme,"4,901",621,"$22,018,972",$44.84,100,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Biologic,Medi-Cal,13.0,169633910.0,NovoLOG FlexPen,"4,839","1,575","$3,582,098",$36.52,20,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Biologic,Medi-Cal,14.0,169750111.0,NovoLOG,"4,340","1,088","$3,138,389",$28.42,25,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Biologic,Medi-Cal,15.0,2143480.0,Trulicity,"4,233","1,302","$4,295,667",$412.45,2,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Biologic,Medi-Cal,16.0,74055402.0,Humira (2 Pen),"4,143",604,"$31,173,498","$2,872.07",3,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Biologic,Medi-Cal,17.0,58160084252.0,Boostrix,"3,864","3,854","$204,408",$105.61,1,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Biologic,Medi-Cal,18.0,169183711.0,NovoLIN 70/30,"3,367",888,"$1,075,207",$13.83,23,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Biologic,Medi-Cal,19.0,2821501.0,HumuLIN R,"3,357","1,178","$708,957",$15.02,14,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Biologic,Medi-Cal,20.0,24592505.0,Admelog SoloStar,"3,165","1,303","$968,248",$16.91,18,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Biologic,Medi-Cal,21.0,169643810.0,Levemir FlexTouch,"3,119","1,230","$1,516,900",$30.47,16,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Biologic,Medi-Cal,22.0,169368712.0,Levemir,"2,821","1,139","$1,530,815",$30.62,18,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Biologic,Medi-Cal,23.0,169183411.0,NovoLIN N,"2,641",968,"$591,088",$14.04,16,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Biologic,Medi-Cal,24.0,58160082311.0,Shingrix,"2,588","2,217","$449,441",$173.60,1,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Biologic,Medi-Cal,25.0,2751659.0,HumaLOG,"2,216",459,"$1,876,069",$32.79,26,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Biologic,Medicare,1.0,88221905.0,Lantus SoloStar,"374,586","88,932","$198,721,785",$28.12,19,ML,$4.00,$1.33,$31.41,15.8%
Top 25 Payer,Freq,2021,Biologic,Medicare,2.0,58160082311.0,Shingrix,"309,911","237,251","$56,566,844",$181.91,1,EA,$40.00,$4.00,$59.46,9.3%
Top 25 Payer,Freq,2021,Biologic,Medicare,3.0,88222033.0,Lantus,"159,169","38,702","$88,816,769",$24.60,23,ML,$6.67,$1.33,$35.00,17.2%
Top 25 Payer,Freq,2021,Biologic,Medicare,4.0,2771559.0,Basaglar KwikPen,"152,489","40,224","$56,453,316",$22.59,16,ML,$2.00,$0.67,$4.00,20.4%
Top 25 Payer,Freq,2021,Biologic,Medicare,5.0,2143480.0,Trulicity,"150,853","32,384","$189,020,188",$428.49,3,ML,$4.00,$1.07,$47.00,15.9%
Top 25 Payer,Freq,2021,Biologic,Medicare,6.0,2831501.0,HumuLIN N,"147,956","47,984","$31,383,325",$4.47,48,ML,$6.67,$3.33,$10.00,5.8%
Top 25 Payer,Freq,2021,Biologic,Medicare,7.0,169633910.0,NovoLOG FlexPen,"123,124","33,644","$90,146,404",$38.13,19,ML,$2.00,$0.44,$10.00,22.6%
Top 25 Payer,Freq,2021,Biologic,Medicare,8.0,2143380.0,Trulicity,"110,263","27,395","$126,392,320",$429.61,3,ML,$4.00,$1.33,$44.03,16.9%
Top 25 Payer,Freq,2021,Biologic,Medicare,9.0,2879959.0,HumaLOG KwikPen,"97,865","30,893","$70,845,606",$30.58,24,ML,$8.33,$1.33,$35.00,15.6%
Top 25 Payer,Freq,2021,Biologic,Medicare,10.0,72511076002.0,Repatha SureClick,"78,364","12,896","$51,044,344",$243.36,3,ML,$45.00,$4.00,$87.50,6.2%
Top 25 Payer,Freq,2021,Biologic,Medicare,11.0,169643810.0,Levemir FlexTouch,"77,169","17,712","$49,293,255",$31.69,20,ML,$4.00,$1.00,$35.00,15.9%
Top 25 Payer,Freq,2021,Biologic,Medicare,12.0,2821501.0,HumuLIN R,"68,573","23,872","$12,504,771",$5.36,34,ML,$5.00,$1.30,$10.00,13.4%
Top 25 Payer,Freq,2021,Biologic,Medicare,13.0,32301613.0,Creon,"61,250","14,126","$97,415,650",$11.02,144,EA,$3.11,$0.80,$13.33,18.6%
Top 25 Payer,Freq,2021,Biologic,Medicare,14.0,55513071001.0,Prolia,"60,081","38,630","$83,534,363","$1,384.07",1,ML,$0.67,$0.67,$33.40,15.8%
Top 25 Payer,Freq,2021,Biologic,Medicare,15.0,2751001.0,HumaLOG,"59,834","17,754","$38,317,547",$19.01,34,ML,$13.33,$1.67,$35.00,15.7%
Top 25 Payer,Freq,2021,Biologic,Medicare,16.0,24586903.0,Toujeo SoloStar,"53,237","12,181","$35,003,853",$86.98,8,ML,$11.41,$1.33,$35.00,12.9%
Top 25 Payer,Freq,2021,Biologic,Medicare,17.0,2880559.0,HumuLIN N KwikPen,"52,589","17,164","$14,384,061",$8.09,34,ML,$6.67,$1.67,$10.83,7.2%
Top 25 Payer,Freq,2021,Biologic,Medicare,18.0,58160084252.0,Boostrix,"49,692","49,119","$2,947,198",$107.25,1,ML,$35.00,$4.00,$47.00,10.9%
Top 25 Payer,Freq,2021,Biologic,Medicare,19.0,169750111.0,NovoLOG,"46,161","11,333","$30,378,397",$29.21,23,ML,$2.00,$0.00,$11.01,31.1%
Top 25 Payer,Freq,2021,Biologic,Medicare,20.0,169266015.0,Tresiba FlexTouch,"44,825","11,821","$27,250,217",$34.94,17,ML,$4.00,$1.07,$35.00,13.3%
Top 25 Payer,Freq,2021,Biologic,Medicare,21.0,32122401.0,Creon,"42,126","9,020","$43,243,427",$7.24,142,EA,$4.00,$1.00,$28.35,17.1%
Top 25 Payer,Freq,2021,Biologic,Medicare,22.0,2871501.0,HumuLIN 70/30,"39,537","10,429","$14,906,148",$7.68,49,ML,$4.00,$0.43,$10.00,20.2%
Top 25 Payer,Freq,2021,Biologic,Medicare,23.0,58160081912.0,Shingrix,"37,825","31,702","$6,829,557",$180.41,1,ML,$47.00,$4.00,$62.30,8.3%
Top 25 Payer,Freq,2021,Biologic,Medicare,24.0,2822259.0,Insulin Lispro (1 Unit Dial),"37,347","12,343","$11,064,087",$18.29,16,ML,$4.00,$0.00,$29.78,29.1%
Top 25 Payer,Freq,2021,Biologic,Medicare,25.0,169255013.0,Tresiba FlexTouch,"35,416","8,623","$35,062,275",$69.52,14,ML,$4.00,$1.00,$35.00,14.0%
Top 25 Payer,Freq,2021,Biosimilar,Commercial,1.0,61314031810.0,Zarxio,"9,586","2,950","$9,731,530",$253.60,4,ML,$20.00,$10.00,$35.00,16.7%
Top 25 Payer,Freq,2021,Biosimilar,Commercial,2.0,61314032610.0,Zarxio,"7,421","2,254","$11,410,465",$249.66,6,ML,$20.00,$10.00,$30.00,15.2%
Top 25 Payer,Freq,2021,Biosimilar,Commercial,3.0,69130810.0,Retacrit,772,219,"$285,484",$107.57,3,ML,$35.00,$20.00,$81.90,17.4%
Top 25 Payer,Freq,2021,Biosimilar,Commercial,4.0,67457083306.0,Fulphila,745,218,"$2,296,207","$4,281.17",1,ML,$20.00,$5.00,$91.77,14.2%
Top 25 Payer,Freq,2021,Biosimilar,Commercial,5.0,61314031801.0,Zarxio,662,361,"$743,110",$333.37,3,ML,$20.00,$1.50,$35.00,23.3%
Top 25 Payer,Freq,2021,Biosimilar,Commercial,6.0,61314032601.0,Zarxio,397,240,"$738,767",$301.02,6,ML,$20.00,$5.00,$35.00,21.3%
Top 25 Payer,Freq,2021,Biosimilar,Commercial,7.0,70114010101.0,Udenyca,174,56,"$890,929","$7,150.32",1,ML,$50.00,$26.25,$192.50,23.2%
Top 25 Payer,Freq,2021,Biosimilar,Commercial,8.0,61314086601.0,Ziextenzo,168,52,"$704,858","$5,489.55",1,ML,$45.00,$0.00,$111.28,34.6%
Top 25 Payer,Freq,2021,Biosimilar,Commercial,9.0,69131110.0,Retacrit,152,56,"$105,211",$205.49,3,ML,$30.00,$10.00,$85.40,17.9%
Top 25 Payer,Freq,2021,Biosimilar,Medi-Cal,1.0,67457083306.0,Fulphila,377,94,"$1,594,769","$6,918.74",1,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Biosimilar,Medi-Cal,2.0,61314031810.0,Zarxio,137,79,"$506,722",$483.51,8,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Biosimilar,Medi-Cal,3.0,61314032610.0,Zarxio,88,51,"$319,272",$518.30,7,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Biosimilar,Medi-Cal,4.0,49502039475.0,Insulin Glargine-yfgn,67,54,"$6,043",$11.23,8,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Biosimilar,Medicare,1.0,69130810.0,Retacrit,"6,874","1,827","$2,735,837",$114.12,3,ML,$2.78,$0.43,$96.11,23.4%
Top 25 Payer,Freq,2021,Biosimilar,Medicare,2.0,61314031810.0,Zarxio,"3,307","1,234","$3,584,494",$356.70,3,ML,$20.00,$5.00,$179.63,7.8%
Top 25 Payer,Freq,2021,Biosimilar,Medicare,3.0,61314032610.0,Zarxio,"2,390",870,"$4,861,042",$382.19,5,ML,$20.00,$3.70,$150.00,11.0%
Top 25 Payer,Freq,2021,Biosimilar,Medicare,4.0,69131110.0,Retacrit,"1,429",473,"$943,949",$225.59,3,ML,$4.00,$0.65,$100.00,21.8%
Top 25 Payer,Freq,2021,Biosimilar,Medicare,5.0,69130904.0,Retacrit,"1,390",359,"$1,779,061",$453.15,3,ML,$47.16,$0.65,$140.45,21.4%
Top 25 Payer,Freq,2021,Biosimilar,Medicare,6.0,61314031801.0,Zarxio,"1,187",488,"$1,746,347",$527.60,3,ML,$20.00,$1.30,$203.69,19.5%
Top 25 Payer,Freq,2021,Biosimilar,Medicare,7.0,69130710.0,Retacrit,790,184,"$124,675",$45.21,3,ML,$1.30,$0.00,$46.50,39.7%
Top 25 Payer,Freq,2021,Biosimilar,Medicare,8.0,61314032601.0,Zarxio,705,281,"$1,665,541",$533.14,4,ML,$15.00,$0.65,$234.88,21.7%
Top 25 Payer,Freq,2021,Biosimilar,Medicare,9.0,67457083306.0,Fulphila,423,140,"$1,705,332","$5,962.70",1,ML,$5.50,$0.65,$263.73,17.9%
Top 25 Payer,Freq,2021,Biosimilar,Medicare,10.0,49502039475.0,Insulin Glargine-yfgn,409,313,"$29,588",$10.95,7,ML,$0.00,$0.00,$0.00,80.8%
Top 25 Payer,Freq,2021,Biosimilar,Medicare,11.0,63459010310.0,Truxima,378,123,"$3,253,327",$86.11,100,ML,$294.06,$0.40,$550.53,17.9%
Top 25 Payer,Freq,2021,Biosimilar,Medicare,12.0,69130610.0,Retacrit,339,78,"$63,091",$34.69,5,ML,$0.76,$0.00,$13.20,46.2%
Top 25 Payer,Freq,2021,Biosimilar,Medicare,13.0,69080901.0,Inflectra,306,79,"$1,456,896",$969.97,5,EA,$1.30,$0.33,$150.29,19.0%
Top 25 Payer,Freq,2021,Biosimilar,Medicare,14.0,70114010101.0,Udenyca,273,87,"$1,271,031","$6,976.02",1,ML,$20.00,$0.26,$215.21,20.7%
Top 25 Payer,Freq,2021,Biosimilar,Medicare,15.0,55513020601.0,Mvasi,197,51,"$934,879",$181.18,26,ML,$0.93,$0.00,$302.71,39.2%
Top 25 Payer,Freq,2021,Biosimilar,Medicare,16.0,69130801.0,Retacrit,172,75,"$64,269",$113.35,3,ML,$45.00,$1.30,$100.00,14.7%
Top 25 Payer,Freq,2021,Biosimilar,Medicare,17.0,49502039380.0,Insulin Glargine-yfgn,104,82,"$11,465",$10.82,10,ML,$0.00,$0.00,$0.00,87.8%
Top 25 Payer,Freq,2021,Brand,Commercial,1.0,53885027210.0,OneTouch Verio,"538,032","283,783","$20,182,746",$0.17,214,EA,$1.09,$0.00,$2.18,44.7%
Top 25 Payer,Freq,2021,Brand,Commercial,2.0,49281042150.0,Fluzone Quadrivalent,"282,843","280,060","$8,678,424",$56.24,1,ML,$0.00,$0.00,$0.00,99.3%
Top 25 Payer,Freq,2021,Brand,Commercial,3.0,53885001110.0,OneTouch Delica Plus Lancet30G,"248,298","161,869","$3,379,633",$0.07,200,EA,$0.51,$0.00,$1.02,43.2%
Top 25 Payer,Freq,2021,Brand,Commercial,4.0,47781030301.0,Nitrofurantoin Monohyd Macro,"212,503","177,560","$2,832,515",$1.02,13,EA,$9.49,$5.00,$10.34,2.1%
Top 25 Payer,Freq,2021,Brand,Commercial,5.0,58160088752.0,Fluarix Quadrivalent,"196,622","195,914","$6,005,735",$55.86,1,ML,$0.00,$0.00,$0.00,98.9%
Top 25 Payer,Freq,2021,Brand,Commercial,6.0,173068220.0,Ventolin HFA,"190,402","104,880","$10,701,933",$2.82,20,GM,$10.00,$5.00,$22.02,5.0%
Top 25 Payer,Freq,2021,Brand,Commercial,7.0,70461032103.0,Flucelvax Quadrivalent,"171,250","170,303","$5,828,551",$62.74,1,ML,$0.00,$0.00,$0.00,99.1%
Top 25 Payer,Freq,2021,Brand,Commercial,8.0,597015330.0,Jardiance,"154,195","34,571","$105,382,565",$16.28,42,EA,$25.00,$15.00,$40.00,3.6%
Top 25 Payer,Freq,2021,Brand,Commercial,9.0,3089421.0,Eliquis,"152,374","29,452","$93,597,645",$7.89,78,EA,$26.67,$15.00,$50.00,6.7%
Top 25 Payer,Freq,2021,Brand,Commercial,10.0,53885004501.0,OneTouch Verio Flex System,"147,879","137,167","$555,109",$3.57,1,EA,$0.00,$0.00,$0.50,56.9%
Top 25 Payer,Freq,2021,Brand,Commercial,11.0,53885027302.0,OneTouch Verio,"143,130","125,058","$1,059,996",$6.85,1,EA,$0.43,$0.00,$1.73,44.3%
Top 25 Payer,Freq,2021,Brand,Commercial,12.0,70515071201.0,Alvesco,"141,120","76,372","$19,468,163",$9.12,15,GM,$20.00,$11.67,$30.00,2.4%
Top 25 Payer,Freq,2021,Brand,Commercial,13.0,33332032101.0,Afluria Quadrivalent,"122,236","121,442","$3,651,996",$54.83,1,ML,$0.00,$0.00,$0.00,99.3%
Top 25 Payer,Freq,2021,Brand,Commercial,14.0,430042014.0,Lo Loestrin Fe,"120,397","30,579","$36,946,491",$5.11,60,EA,$0.00,$0.00,$0.00,86.9%
Top 25 Payer,Freq,2021,Brand,Commercial,15.0,6027731.0,Januvia,"114,780","20,336","$69,394,491",$15.38,39,EA,$27.69,$15.00,$40.00,2.7%
Top 25 Payer,Freq,2021,Brand,Commercial,16.0,70515071101.0,Alvesco,"114,266","72,310","$13,543,245",$9.30,13,GM,$20.00,$13.33,$33.33,2.4%
Top 25 Payer,Freq,2021,Brand,Commercial,17.0,52268001201.0,Suprep Bowel Prep Kit,"109,114","93,060","$11,323,311",$0.29,355,ML,$0.00,$0.00,$50.00,53.6%
Top 25 Payer,Freq,2021,Brand,Commercial,18.0,53885000810.0,OneTouch Delica Plus Lancet33G,"107,834","65,012","$1,468,273",$0.07,195,EA,$0.51,$0.00,$1.52,44.1%
Top 25 Payer,Freq,2021,Brand,Commercial,19.0,54429731.0,Furosemide,"95,377","37,580","$903,785",$0.11,89,EA,$3.89,$2.33,$5.00,5.7%
Top 25 Payer,Freq,2021,Brand,Commercial,20.0,61958250101.0,Biktarvy,"93,160","14,048","$430,935,127",$103.19,45,EA,$25.00,$15.00,$50.00,1.3%
Top 25 Payer,Freq,2021,Brand,Commercial,21.0,8290320122.0,BD Pen Needle Nano U/F,"92,725","40,508","$3,269,597",$0.21,168,EA,$5.00,$3.33,$10.00,3.8%
Top 25 Payer,Freq,2021,Brand,Commercial,22.0,597015230.0,Jardiance,"85,241","18,425","$56,802,894",$17.17,39,EA,$28.00,$16.36,$40.00,4.8%
Top 25 Payer,Freq,2021,Brand,Commercial,23.0,8290324911.0,BD Veo Insulin Syringe U/F,"84,793","35,700","$1,736,810",$0.11,185,EA,$3.33,$2.50,$5.56,2.0%
Top 25 Payer,Freq,2021,Brand,Commercial,24.0,19515081852.0,Flulaval Quadrivalent,"83,788","83,173","$2,591,928",$56.69,1,ML,$0.00,$0.00,$0.00,99.4%
Top 25 Payer,Freq,2021,Brand,Commercial,25.0,597036055.0,Pradaxa,"76,648","23,270","$43,390,454",$3.86,147,EA,$20.00,$13.33,$34.95,2.9%
Top 25 Payer,Freq,2021,Brand,Medi-Cal,1.0,12496120803.0,Suboxone,"134,815","21,581","$54,137,751",$8.90,45,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Brand,Medi-Cal,2.0,61958250101.0,Biktarvy,"108,147","16,007","$419,404,370",$109.01,36,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Brand,Medi-Cal,3.0,69547035302.0,Narcan,"81,889","65,055","$10,956,358",$63.80,2,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Brand,Medi-Cal,4.0,904759080.0,FeroSul,"61,347","27,395","$760,241",$0.18,68,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Brand,Medi-Cal,5.0,50458056401.0,Invega Sustenna,"48,205","7,263","$139,712,047","$1,931.43",2,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Brand,Medi-Cal,6.0,63402030430.0,Latuda,"45,536","12,100","$66,781,329",$43.15,34,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Brand,Medi-Cal,7.0,61958200201.0,Descovy,"43,127","7,932","$96,543,219",$63.09,35,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Brand,Medi-Cal,8.0,63402030830.0,Latuda,"37,168","6,680","$59,543,882",$43.17,37,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Brand,Medi-Cal,9.0,63402030230.0,Latuda,"36,105","11,065","$53,771,672",$43.22,34,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Brand,Medi-Cal,10.0,56151146304.0,True Metrix Blood Glucose Test,"30,619","10,468","$974,346",$0.34,93,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Brand,Medi-Cal,11.0,63402030630.0,Latuda,"28,587","6,325","$41,733,681",$43.60,33,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Brand,Medi-Cal,12.0,61958070101.0,Truvada,"27,232","8,253","$65,959,165",$59.38,41,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Brand,Medi-Cal,13.0,49702022813.0,Tivicay,"26,599","4,515","$58,457,404",$62.61,35,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Brand,Medi-Cal,14.0,49702023113.0,Triumeq,"24,891","3,439","$91,733,206",$102.63,36,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Brand,Medi-Cal,15.0,99073070827.0,FreeStyle Lite Test,"24,584","9,964","$4,131,599",$1.51,111,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Brand,Medi-Cal,16.0,59148007280.0,Abilify Maintena,"24,306","3,788","$56,414,887","$2,318.66",1,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Brand,Medi-Cal,17.0,61958230101.0,Vemlidy,"23,513","3,155","$36,756,106",$40.07,39,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Brand,Medi-Cal,18.0,50458056301.0,Invega Sustenna,"23,218","4,999","$45,048,011","$1,933.54",1,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Freq,2021,Brand,Medi-Cal,19.0,61958190101.0,Genvoya,"23,029","3,219","$94,162,294",$108.90,38,EA,$0.00,$0.00,$0.00,100.0%
