TableType,Top25Type,Year,Drug_Category,Payer_Type,Rank,National_Drug_Code,Drug_Name,NumberofPrescriptions,NumberofIndividuals,TotalCost,AverageCostperUnit,AverageDispensedUnitsPerFill,DrugUnitofMeasure,Out-of-Pocket Median,Out-of-Pocket25P,Out-of-Pocket75P,OOPZeroCount
Top 25 Payer,Median,2021,Biologic,Commercial,14.0,74012403.0,Humira-CD/UC/HS Starter,877,650,"$14,639,631","$5,509.83",3,EA,$150.00,$20.00,$250.00,14.6%
Top 25 Payer,Median,2021,Biologic,Commercial,15.0,74153903.0,Humira-Psoriasis/Uveit Starter,349,272,"$3,815,627","$3,623.58",3,EA,$150.00,$40.00,$250.00,7.0%
Top 25 Payer,Median,2021,Biologic,Commercial,16.0,24592201.0,Kevzara,863,140,"$2,935,025","$1,487.31",2,ML,$150.00,$30.00,$250.00,12.9%
Top 25 Payer,Median,2021,Biologic,Commercial,17.0,78063968.0,Cosentyx Sensoready Pen,"3,593",671,"$24,148,988","$5,432.84",1,ML,$150.00,$35.00,$250.00,9.8%
Top 25 Payer,Median,2021,Biologic,Commercial,18.0,2144511.0,Taltz,"9,105","1,305","$56,370,828","$5,587.91",1,ML,$150.00,$30.00,$250.00,11.0%
Top 25 Payer,Median,2021,Biologic,Commercial,19.0,169770321.0,Norditropin FlexPro,373,53,"$2,278,833","$1,027.89",6,ML,$150.00,$20.00,$250.00,7.5%
Top 25 Payer,Median,2021,Biologic,Commercial,20.0,47783064401.0,Takhzyro,729,91,"$32,962,922","$11,676.56",4,ML,$150.00,$30.00,$250.00,2.2%
Top 25 Payer,Median,2021,Biologic,Commercial,21.0,49401008847.0,Benlysta,495,76,"$1,927,704",$944.03,4,ML,$144.39,$42.50,$250.00,5.3%
Top 25 Payer,Median,2021,Biologic,Commercial,22.0,50242007501.0,Nutropin AQ NuSpin 5,"1,376",152,"$2,782,496",$303.93,7,ML,$143.75,$40.00,$250.00,5.3%
Top 25 Payer,Median,2021,Biologic,Commercial,23.0,74433906.0,Humira-CD/UC/HS Starter,124,98,"$1,977,748","$2,578.55",6,EA,$136.85,$20.00,$250.00,11.2%
Top 25 Payer,Median,2021,Biologic,Commercial,24.0,50474071081.0,Cimzia-Starter,334,246,"$4,509,815","$4,386.98",3,EA,$132.39,$26.25,$250.00,11.4%
Top 25 Payer,Median,2021,Biologic,Commercial,25.0,57894007002.0,Simponi,"3,649",496,"$19,155,603","$9,171.94",1,ML,$132.24,$20.00,$250.00,6.0%
Top 25 Payer,Median,2021,Biologic,Medi-Cal,1.0,58406003204.0,Enbrel SureClick,598,127,"$3,646,141","$1,394.89",4,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Biologic,Medi-Cal,2.0,74024302.0,Humira (2 Syringe),"1,105",172,"$8,253,334","$2,910.61",3,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Biologic,Medi-Cal,3.0,74061602.0,Humira (2 Syringe),572,86,"$3,876,761","$2,989.48",2,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Biologic,Medi-Cal,4.0,50242010040.0,Pulmozyme,"4,901",621,"$22,018,972",$44.84,100,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Biologic,Medi-Cal,5.0,24591401.0,Dupixent,374,70,"$1,163,741",$773.76,4,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Biologic,Medi-Cal,6.0,24592505.0,Admelog SoloStar,"3,165","1,303","$968,248",$16.91,18,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Biologic,Medi-Cal,7.0,2751101.0,HumaLOG Mix 75/25,479,116,"$335,002",$27.80,25,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Biologic,Medi-Cal,8.0,2822259.0,Insulin Lispro (1 Unit Dial),"7,066","2,634","$2,082,314",$17.74,17,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Biologic,Medi-Cal,9.0,169368712.0,Levemir,"2,821","1,139","$1,530,815",$30.62,18,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Biologic,Medi-Cal,10.0,169750111.0,NovoLOG,"4,340","1,088","$3,138,389",$28.42,25,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Biologic,Medi-Cal,11.0,781400436.0,Omnitrope,324,50,"$1,083,434",$316.15,11,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Biologic,Medi-Cal,12.0,32121201.0,Creon,526,143,"$724,752",$3.45,399,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Biologic,Medi-Cal,13.0,32121207.0,Creon,799,127,"$1,650,094",$3.47,595,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Biologic,Medi-Cal,14.0,32301613.0,Creon,473,156,"$1,056,018",$10.39,215,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Biologic,Medi-Cal,15.0,73562011201.0,Zenpep,184,50,"$878,767",$7.08,674,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Biologic,Medi-Cal,16.0,944305402.0,Advate,282,97,"$6,780,393",$1.34,"17,902",EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Biologic,Medi-Cal,17.0,2143611.0,Emgality,184,79,"$151,934",$612.64,1,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Biologic,Medi-Cal,18.0,66658023101.0,Synagis,143,143,"$530,727","$3,085.62",1,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Biologic,Medi-Cal,19.0,66658023001.0,Synagis,171,154,"$290,526","$3,378.20",1,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Biologic,Medi-Cal,20.0,58160082152.0,Engerix-B,578,458,"$42,075",$72.79,1,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Biologic,Medi-Cal,21.0,6494300.0,Pneumovax 23,334,332,"$41,771",$245.71,1,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Biologic,Medi-Cal,22.0,5197105.0,Prevnar 13,141,140,"$32,463",$460.46,1,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Biologic,Medi-Cal,23.0,58160081912.0,Shingrix,270,235,"$46,740",$173.43,1,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Biologic,Medi-Cal,24.0,58160081552.0,Twinrix,227,184,"$27,847",$122.67,1,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Biologic,Medi-Cal,25.0,6409602.0,Vaqta,65,64,"$5,432",$83.57,1,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Biologic,Medicare,1.0,71981002007.0,Oxervate,766,212,"$22,172,848","$1,785.40",16,ML,"$1,219.24",$2.00,"$1,783.17",15.1%
Top 25 Payer,Median,2021,Biologic,Medicare,2.0,57894006002.0,Stelara,120,59,"$2,785,558","$23,910.37",1,ML,"$1,152.73",$32.27,"$1,435.53",11.9%
Top 25 Payer,Median,2021,Biologic,Medicare,3.0,66887000301.0,Xiaflex,431,287,"$3,884,405","$5,387.52",2,EA,"$1,120.05",$67.50,"$1,786.68",3.8%
Top 25 Payer,Median,2021,Biologic,Medicare,4.0,64208823507.0,Gammaplex,454,93,"$6,568,648",$18.40,786,ML,$373.34,$1.00,$965.54,21.5%
Top 25 Payer,Median,2021,Biologic,Medicare,5.0,4035009.0,Pegasys,330,55,"$1,395,954","$1,051.96",4,ML,$346.04,$23.22,$503.22,1.8%
Top 25 Payer,Median,2021,Biologic,Medicare,6.0,55513019201.0,Neulasta Onpro,799,214,"$5,383,073","$10,202.94",1,ML,$331.30,$4.00,$766.95,10.7%
Top 25 Payer,Median,2021,Biologic,Medicare,7.0,76125090020.0,Gammaked,324,59,"$5,217,956",$16.02,"1,005",ML,$326.16,$1.57,"$1,107.34",13.6%
Top 25 Payer,Median,2021,Biologic,Medicare,8.0,55513019001.0,Neulasta,622,169,"$4,375,693","$10,443.18",1,ML,$308.08,$2.00,$890.31,14.2%
Top 25 Payer,Median,2021,Biologic,Medicare,9.0,944270007.0,Gammagard,"1,338",178,"$16,226,246",$14.91,813,ML,$236.10,$0.31,$839.35,23.6%
Top 25 Payer,Median,2021,Biologic,Medicare,10.0,55513003201.0,Aranesp (Albumin Free),214,53,"$1,039,547","$3,982.94",1,ML,$204.33,$5.00,$420.88,13.2%
Top 25 Payer,Median,2021,Biologic,Medicare,11.0,44206043820.0,Privigen,993,144,"$11,742,456",$15.21,777,ML,$191.24,$0.77,$818.59,16.7%
Top 25 Payer,Median,2021,Biologic,Medicare,12.0,13262681.0,Genotropin,458,55,"$666,050",$690.21,2,EA,$161.71,$4.00,$213.35,7.3%
Top 25 Payer,Median,2021,Biologic,Medicare,13.0,13533080071.0,Gamunex-C,"1,636",201,"$12,771,498",$12.56,622,ML,$160.55,$1.33,$468.71,15.9%
Top 25 Payer,Median,2021,Biologic,Medicare,14.0,64208823506.0,Gammaplex,445,87,"$5,874,638",$17.91,737,ML,$149.66,$1.01,$612.84,21.8%
Top 25 Payer,Median,2021,Biologic,Medicare,15.0,13533080024.0,Gamunex-C,"1,329",198,"$14,034,125",$12.70,831,ML,$124.20,$0.40,$681.34,20.2%
Top 25 Payer,Median,2021,Biologic,Medicare,16.0,944270005.0,Gammagard,"1,627",245,"$16,589,261",$14.59,699,ML,$116.48,$0.31,$674.03,23.3%
Top 25 Payer,Median,2021,Biologic,Medicare,17.0,55513073001.0,Xgeva,"3,367",630,"$8,618,007","$1,482.21",2,ML,$88.32,$0.00,$214.12,25.6%
Top 25 Payer,Median,2021,Biologic,Medicare,18.0,44087004403.0,Rebif,910,102,"$9,093,381","$1,527.53",7,ML,$85.94,$0.69,$631.78,17.6%
Top 25 Payer,Median,2021,Biologic,Medicare,19.0,944270004.0,Gammagard,"1,734",246,"$12,723,186",$14.54,504,ML,$82.08,$0.44,$560.67,22.4%
Top 25 Payer,Median,2021,Biologic,Medicare,20.0,64208823505.0,Gammaplex,333,61,"$2,746,828",$17.50,471,ML,$76.48,$0.57,$568.90,24.6%
Top 25 Payer,Median,2021,Biologic,Medicare,21.0,944270006.0,Gammagard,"1,993",273,"$24,273,582",$14.94,815,ML,$75.88,$0.67,$685.01,17.6%
Top 25 Payer,Median,2021,Biologic,Medicare,22.0,68982085002.0,Octagam,"1,064",183,"$9,262,456",$16.62,524,ML,$74.14,$0.47,$646.33,21.9%
Top 25 Payer,Median,2021,Biologic,Medicare,23.0,13533080020.0,Gamunex-C,855,133,"$4,076,168",$12.59,379,ML,$65.37,$1.15,$309.19,20.3%
Top 25 Payer,Median,2021,Biologic,Medicare,24.0,169770421.0,Norditropin FlexPro,366,56,"$533,455",$470.21,3,ML,$61.81,$6.14,$189.71,7.1%
Top 25 Payer,Median,2021,Biologic,Medicare,25.0,44206043605.0,Privigen,900,124,"$6,766,181",$14.49,519,ML,$58.52,$0.38,$535.82,22.6%
Top 25 Payer,Median,2021,Biosimilar,Commercial,1.0,70114010101.0,Udenyca,174,56,"$890,929","$7,150.32",1,ML,$50.00,$26.25,$192.50,23.2%
Top 25 Payer,Median,2021,Biosimilar,Commercial,2.0,61314086601.0,Ziextenzo,168,52,"$704,858","$5,489.55",1,ML,$45.00,$0.00,$111.28,34.6%
Top 25 Payer,Median,2021,Biosimilar,Commercial,3.0,69130810.0,Retacrit,772,219,"$285,484",$107.57,3,ML,$35.00,$20.00,$81.90,17.4%
Top 25 Payer,Median,2021,Biosimilar,Commercial,4.0,69131110.0,Retacrit,152,56,"$105,211",$205.49,3,ML,$30.00,$10.00,$85.40,17.9%
Top 25 Payer,Median,2021,Biosimilar,Commercial,5.0,67457083306.0,Fulphila,745,218,"$2,296,207","$4,281.17",1,ML,$20.00,$5.00,$91.77,14.2%
Top 25 Payer,Median,2021,Biosimilar,Commercial,6.0,61314031810.0,Zarxio,"9,586","2,950","$9,731,530",$253.60,4,ML,$20.00,$10.00,$35.00,16.7%
Top 25 Payer,Median,2021,Biosimilar,Commercial,7.0,61314032601.0,Zarxio,397,240,"$738,767",$301.02,6,ML,$20.00,$5.00,$35.00,21.3%
Top 25 Payer,Median,2021,Biosimilar,Commercial,8.0,61314031801.0,Zarxio,662,361,"$743,110",$333.37,3,ML,$20.00,$1.50,$35.00,23.3%
Top 25 Payer,Median,2021,Biosimilar,Commercial,9.0,61314032610.0,Zarxio,"7,421","2,254","$11,410,465",$249.66,6,ML,$20.00,$10.00,$30.00,15.2%
Top 25 Payer,Median,2021,Biosimilar,Medi-Cal,1.0,49502039475.0,Insulin Glargine-yfgn,67,54,"$6,043",$11.23,8,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Biosimilar,Medi-Cal,2.0,67457083306.0,Fulphila,377,94,"$1,594,769","$6,918.74",1,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Biosimilar,Medi-Cal,3.0,61314032610.0,Zarxio,88,51,"$319,272",$518.30,7,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Biosimilar,Medi-Cal,4.0,61314031810.0,Zarxio,137,79,"$506,722",$483.51,8,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Biosimilar,Medicare,1.0,63459010310.0,Truxima,378,123,"$3,253,327",$86.11,100,ML,$294.06,$0.40,$550.53,17.9%
Top 25 Payer,Median,2021,Biosimilar,Medicare,2.0,69130904.0,Retacrit,"1,390",359,"$1,779,061",$453.15,3,ML,$47.16,$0.65,$140.45,21.4%
Top 25 Payer,Median,2021,Biosimilar,Medicare,3.0,69130801.0,Retacrit,172,75,"$64,269",$113.35,3,ML,$45.00,$1.30,$100.00,14.7%
Top 25 Payer,Median,2021,Biosimilar,Medicare,4.0,70114010101.0,Udenyca,273,87,"$1,271,031","$6,976.02",1,ML,$20.00,$0.26,$215.21,20.7%
Top 25 Payer,Median,2021,Biosimilar,Medicare,5.0,61314031801.0,Zarxio,"1,187",488,"$1,746,347",$527.60,3,ML,$20.00,$1.30,$203.69,19.5%
Top 25 Payer,Median,2021,Biosimilar,Medicare,6.0,61314031810.0,Zarxio,"3,307","1,234","$3,584,494",$356.70,3,ML,$20.00,$5.00,$179.63,7.8%
Top 25 Payer,Median,2021,Biosimilar,Medicare,7.0,61314032610.0,Zarxio,"2,390",870,"$4,861,042",$382.19,5,ML,$20.00,$3.70,$150.00,11.0%
Top 25 Payer,Median,2021,Biosimilar,Medicare,8.0,61314032601.0,Zarxio,705,281,"$1,665,541",$533.14,4,ML,$15.00,$0.65,$234.88,21.7%
Top 25 Payer,Median,2021,Biosimilar,Medicare,9.0,67457083306.0,Fulphila,423,140,"$1,705,332","$5,962.70",1,ML,$5.50,$0.65,$263.73,17.9%
Top 25 Payer,Median,2021,Biosimilar,Medicare,10.0,69131110.0,Retacrit,"1,429",473,"$943,949",$225.59,3,ML,$4.00,$0.65,$100.00,21.8%
Top 25 Payer,Median,2021,Biosimilar,Medicare,11.0,69130810.0,Retacrit,"6,874","1,827","$2,735,837",$114.12,3,ML,$2.78,$0.43,$96.11,23.4%
Top 25 Payer,Median,2021,Biosimilar,Medicare,12.0,69080901.0,Inflectra,306,79,"$1,456,896",$969.97,5,EA,$1.30,$0.33,$150.29,19.0%
Top 25 Payer,Median,2021,Biosimilar,Medicare,13.0,69130710.0,Retacrit,790,184,"$124,675",$45.21,3,ML,$1.30,$0.00,$46.50,39.7%
Top 25 Payer,Median,2021,Biosimilar,Medicare,14.0,55513020601.0,Mvasi,197,51,"$934,879",$181.18,26,ML,$0.93,$0.00,$302.71,39.2%
Top 25 Payer,Median,2021,Biosimilar,Medicare,15.0,69130610.0,Retacrit,339,78,"$63,091",$34.69,5,ML,$0.76,$0.00,$13.20,46.2%
Top 25 Payer,Median,2021,Biosimilar,Medicare,16.0,49502039475.0,Insulin Glargine-yfgn,409,313,"$29,588",$10.95,7,ML,$0.00,$0.00,$0.00,80.8%
Top 25 Payer,Median,2021,Biosimilar,Medicare,17.0,49502039380.0,Insulin Glargine-yfgn,104,82,"$11,465",$10.82,10,ML,$0.00,$0.00,$0.00,87.8%
Top 25 Payer,Median,2021,Brand,Commercial,1.0,64406000602.0,Tecfidera,"1,160",252,"$9,548,129",$129.96,63,EA,$250.00,$48.75,"$1,899.66",2.0%
Top 25 Payer,Median,2021,Brand,Commercial,2.0,64406002003.0,Vumerity,"2,035",315,"$15,385,011",$60.96,124,EA,$250.00,$40.00,$293.48,4.1%
Top 25 Payer,Median,2021,Brand,Commercial,3.0,299595030.0,Tri-Luma,163,134,"$35,371",$7.23,30,GM,$216.86,$214.43,$224.15,2.2%
Top 25 Payer,Median,2021,Brand,Commercial,4.0,60842002201.0,Auvi-Q,444,191,"$2,708,444","$2,358.66",3,EA,$200.00,$50.00,$386.67,2.6%
Top 25 Payer,Median,2021,Brand,Commercial,5.0,61958180101.0,Harvoni,139,53,"$3,633,566",$939.39,28,EA,$200.00,$100.00,$300.00,3.8%
Top 25 Payer,Median,2021,Brand,Commercial,6.0,60842002101.0,Auvi-Q,"1,733",742,"$9,911,494","$2,319.56",2,EA,$200.00,$50.00,$295.00,2.8%
Top 25 Payer,Median,2021,Brand,Commercial,7.0,74262528.0,Mavyret,425,184,"$5,319,963",$150.33,83,EA,$200.00,$32.50,$250.00,3.3%
Top 25 Payer,Median,2021,Brand,Commercial,8.0,66302046760.0,Adcirca,508,62,"$2,059,139",$68.64,59,EA,$194.98,$50.31,$323.95,3.2%
Top 25 Payer,Median,2021,Brand,Commercial,9.0,70539000102.0,Tymlos,"3,379",595,"$6,969,573","$1,340.83",2,ML,$182.85,$20.71,$274.96,11.9%
Top 25 Payer,Median,2021,Brand,Commercial,10.0,23485745.0,Vaniqa,72,50,"$12,599",$3.91,45,GM,$181.04,$165.14,$184.78,6.0%
Top 25 Payer,Median,2021,Brand,Commercial,11.0,50967012630.0,Irospan 24/6,146,68,"$33,977",$6.12,38,EA,$179.77,$44.52,$184.99,1.5%
Top 25 Payer,Median,2021,Brand,Commercial,12.0,10631012204.0,Ultravate,99,65,"$89,261",$14.88,61,ML,$160.00,$50.00,$250.00,3.1%
Top 25 Payer,Median,2021,Brand,Commercial,13.0,78064930.0,Gleevec,857,96,"$8,654,184",$322.86,31,EA,$153.13,$28.02,$426.35,6.3%
Top 25 Payer,Median,2021,Brand,Commercial,14.0,59148008828.0,Jynarque,334,56,"$5,268,100",$280.82,56,EA,$150.53,$50.00,$250.00,3.6%
Top 25 Payer,Median,2021,Brand,Commercial,15.0,68546032512.0,Copaxone,"4,894",526,"$27,819,494",$443.13,13,ML,$150.00,$20.00,$361.39,3.6%
Top 25 Payer,Median,2021,Brand,Commercial,16.0,58468021104.0,Aubagio,339,60,"$2,821,590",$257.51,32,EA,$150.00,$50.00,$253.93,6.7%
Top 25 Payer,Median,2021,Brand,Commercial,17.0,69050130.0,Xeljanz XR,"11,872","1,662","$57,257,352",$152.92,32,EA,$150.00,$25.00,$250.00,5.5%
Top 25 Payer,Median,2021,Brand,Commercial,18.0,61958220101.0,Epclusa,"3,394","1,262","$45,115,996",$458.82,29,EA,$150.00,$30.00,$250.00,3.9%
Top 25 Payer,Median,2021,Brand,Commercial,19.0,59148008728.0,Jynarque,"1,417",184,"$22,194,236",$281.42,56,EA,$150.00,$48.75,$250.00,1.6%
Top 25 Payer,Median,2021,Brand,Commercial,20.0,64011030103.0,Makena,542,163,"$1,596,690",$686.16,4,ML,$150.00,$33.57,$250.00,3.1%
Top 25 Payer,Median,2021,Brand,Commercial,21.0,74230630.0,Rinvoq,"7,300","1,170","$38,175,987",$167.89,31,EA,$134.88,$20.00,$250.00,8.2%
Top 25 Payer,Median,2021,Brand,Commercial,22.0,68727015001.0,Xywav,"1,168",184,"$16,315,039",$29.35,476,ML,$134.44,$45.00,$250.00,6.0%
Top 25 Payer,Median,2021,Brand,Commercial,23.0,50242014001.0,Erivedge,288,52,"$2,644,859",$417.30,22,EA,$130.68,$30.00,$210.94,7.7%
Top 25 Payer,Median,2021,Brand,Commercial,24.0,169451714.0,Wegovy,888,458,"$1,176,227",$429.19,3,ML,$120.19,$30.00,$250.00,10.0%
Top 25 Payer,Median,2021,Brand,Commercial,25.0,69639012001.0,Valchlor,284,63,"$1,547,065",$82.91,66,GM,$119.80,$25.00,$250.00,3.2%
Top 25 Payer,Median,2021,Brand,Medi-Cal,1.0,59385002660.0,Belbuca,463,101,"$397,045",$14.33,60,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Brand,Medi-Cal,2.0,904646420.0,Robafen DM Cgh/Chest Congest,574,534,"$8,163",$0.08,182,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Brand,Medi-Cal,3.0,61958210101.0,Odefsey,"13,312","1,754","$48,734,174",$98.71,37,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Brand,Medi-Cal,4.0,47781030801.0,Nitrofurantoin Macrocrystal,579,500,"$13,587",$1.13,21,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Brand,Medi-Cal,5.0,59148000813.0,Abilify,814,178,"$352,322",$10.54,41,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Brand,Medi-Cal,6.0,65757040403.0,Aristada,"2,871",771,"$9,506,606",$849.62,4,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Brand,Medi-Cal,7.0,59148003913.0,Rexulti,"2,215",445,"$2,806,446",$40.47,31,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Brand,Medi-Cal,8.0,310027110.0,SEROquel,257,62,"$52,528",$2.69,76,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Brand,Medi-Cal,9.0,52246092904.0,Natroba,74,58,"$20,466",$2.30,120,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Brand,Medi-Cal,10.0,65702040810.0,Accu-Chek Aviva Plus,"2,189",826,"$322,701",$1.19,123,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Brand,Medi-Cal,11.0,69238183107.0,Levothyroxine Sodium,"3,315","1,026","$66,738",$0.43,46,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Brand,Medi-Cal,12.0,591554301.0,Allopurinol,192,130,"$2,854",$0.23,64,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Brand,Medi-Cal,13.0,98302000139.0,Clever Choice Holding Chamber,63,60,"$2,505",$38.54,1,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Brand,Medi-Cal,14.0,98302000160.0,Pharmacist Choice Lancets,"1,341",478,"$19,288",$0.14,105,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Brand,Medi-Cal,15.0,98302014071.0,Pharmacist Choice Lancets,120,61,"$1,730",$0.13,108,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Brand,Medi-Cal,16.0,81131013838.0,ReliOn Insulin Syringe,190,101,"$5,819",$0.30,101,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Brand,Medi-Cal,17.0,8317236132.0,TechLite Pen Needles,368,244,"$6,188",$0.18,94,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Brand,Medi-Cal,18.0,56151014260.0,TRUEplus Lancets 28G,"16,710","7,482","$248,544",$0.13,112,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Brand,Medi-Cal,19.0,53436008430.0,Veltassa,272,79,"$289,382",$30.53,35,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Brand,Medi-Cal,20.0,338008904.0,Dextrose-NaCl,82,54,"$2,309",$0.01,"3,714",GM,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Brand,Medi-Cal,21.0,187526701.0,Magonate,361,74,"$8,923",$0.05,518,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Brand,Medi-Cal,22.0,63323082010.0,SMOFlipid,978,50,"$85,062",$0.07,"1,205",ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Brand,Medi-Cal,23.0,78094625.0,Travatan Z,141,58,"$56,791",$78.33,5,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Brand,Medi-Cal,24.0,64597030160.0,Nuedexta,490,71,"$613,447",$21.74,58,EA,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Brand,Medi-Cal,25.0,49281042010.0,Fluzone Quadrivalent,140,140,"$3,990",$57.00,1,ML,$0.00,$0.00,$0.00,100.0%
Top 25 Payer,Median,2021,Brand,Medicare,1.0,59676036001.0,OrthoVisc,90,82,"$177,659",$235.62,8,ML,"$1,614.09",$350.93,"$1,695.67",8.5%
