TableType,Top25Type,Year,Drug_Category,Payer_Type,Rank,National_Drug_Code,Drug_Name,NumberofPrescriptions,NumberofIndividuals,TotalCost,AverageCostperUnit,AverageDispensedUnitsPerFill,DrugUnitofMeasure,Out-of-Pocket Median,Out-of-Pocket25P,Out-of-Pocket75P,OOPZeroCount
Overall,Median,2022,Brand,Medi-Cal,,,,"14,743,742","3,163,864","$7,963,797,309",$1.16,464,,$0.00,$0.00,$0.00,100.0%
Overall,Median,2022,Brand,Medicare,,,,"16,791,594","2,791,996","$13,928,575,729",$9.17,90,,$1.93,$0.00,$26.11,37.1%
Overall,Median,2022,Brand,All Payers ,,,,"43,148,789","8,904,973","$29,474,514,853",$3.24,211,,$0.00,$0.00,$5.00,61.2%
Overall,Median,2022,Brand,All Payers W/O Medi-Cal,,,,"28,405,047","5,963,061","$21,510,717,544",$9.50,80,,$2.00,$0.00,$20.00,39.0%
Overall,Median,2022,Generic,Commercial,,,,"87,921,771","9,461,384","$2,394,971,158",$0.35,78,,$5.00,$1.67,$8.26,15.2%
Overall,Median,2022,Generic,Medi-Cal,,,,"89,154,883","7,831,772","$2,498,516,556",$0.40,69,,$0.00,$0.00,$0.00,100.0%
Overall,Median,2022,Generic,Medicare,,,,"115,805,571","5,258,147","$3,911,462,525",$0.39,87,,$1.35,$0.00,$4.75,33.0%
Overall,Median,2022,Generic,All Payers ,,,,"292,882,225","21,676,676","$8,804,950,240",$0.38,79,,$0.35,$0.00,$5.00,48.6%
Overall,Median,2022,Generic,All Payers W/O Medi-Cal,,,,"203,727,342","14,588,382","$6,306,433,683",$0.37,83,,$3.00,$0.12,$6.27,24.5%
Overall,Median,2022,All,Commercial,,,,"102,007,362","9,700,288","$14,685,107,884",$1.91,75,,$5.00,$1.24,$8.93,18.5%
Overall,Median,2022,All,Medi-Cal,,,,"106,526,480","8,081,639","$14,414,115,454",$1.09,125,,$0.00,$0.00,$0.00,100.0%
Overall,Median,2022,All,Medicare,,,,"136,168,353","5,322,412","$22,178,338,369",$1.89,86,,$1.35,$0.00,$5.00,33.2%
Overall,Median,2022,All,All Payers ,,,,"344,702,195","22,149,850","$51,277,561,706",$1.57,95,,$0.00,$0.00,$5.00,50.1%
Overall,Median,2022,All,All Payers W/O Medi-Cal,,,,"238,175,715","14,886,458","$36,863,446,252",$1.90,81,,$3.00,$0.00,$6.78,26.2%
