TableType,Top25Type,Year,Drug_Category,Payer_Type,Rank,National_Drug_Code,Drug_Name,NumberofPrescriptions,NumberofIndividuals,TotalCost,AverageCostperUnit,AverageDispensedUnitsPerFill,DrugUnitofMeasure,Out-of-Pocket Median,Out-of-Pocket25P,Out-of-Pocket75P,OOPZeroCount
Top 25 W/O Medi-Cal,Median,2021,Biosimilar,All Payers W/O Medi-Cal,10.0,61314032601.0,Zarxio,"1,102",520,"$2,404,308",$431.02,5,ML,$20.00,$0.87,$100.00,21.5%
Top 25 W/O Medi-Cal,Median,2021,Biosimilar,All Payers W/O Medi-Cal,11.0,61314031810.0,Zarxio,"12,893","4,163","$13,316,024",$275.00,4,ML,$20.00,$9.20,$40.00,14.1%
Top 25 W/O Medi-Cal,Median,2021,Biosimilar,All Payers W/O Medi-Cal,12.0,61314032610.0,Zarxio,"9,811","3,108","$16,271,507",$278.51,6,ML,$20.00,$10.00,$35.00,14.1%
Top 25 W/O Medi-Cal,Median,2021,Biosimilar,All Payers W/O Medi-Cal,13.0,69131110.0,Retacrit,"1,581",529,"$1,049,160",$223.40,3,ML,$16.61,$0.65,$100.00,21.4%
Top 25 W/O Medi-Cal,Median,2021,Biosimilar,All Payers W/O Medi-Cal,14.0,69130810.0,Retacrit,"7,646","2,044","$3,021,321",$113.47,3,ML,$11.84,$0.43,$95.00,22.7%
Top 25 W/O Medi-Cal,Median,2021,Biosimilar,All Payers W/O Medi-Cal,15.0,69080901.0,Inflectra,408,101,"$1,977,896",$954.58,5,EA,$2.00,$0.33,$150.00,18.8%
Top 25 W/O Medi-Cal,Median,2021,Biosimilar,All Payers W/O Medi-Cal,16.0,69130610.0,Retacrit,371,89,"$70,313",$34.53,5,ML,$1.30,$0.00,$47.00,42.7%
Top 25 W/O Medi-Cal,Median,2021,Biosimilar,All Payers W/O Medi-Cal,17.0,69130710.0,Retacrit,868,208,"$138,215",$45.02,4,ML,$1.30,$0.00,$43.86,38.0%
Top 25 W/O Medi-Cal,Median,2021,Biosimilar,All Payers W/O Medi-Cal,18.0,55513020601.0,Mvasi,204,54,"$990,284",$180.71,27,ML,$0.79,$0.00,$305.01,40.7%
Top 25 W/O Medi-Cal,Median,2021,Biosimilar,All Payers W/O Medi-Cal,19.0,49502039380.0,Insulin Glargine-yfgn,107,84,"$11,754",$10.78,10,ML,$0.00,$0.00,$0.00,86.9%
Top 25 W/O Medi-Cal,Median,2021,Biosimilar,All Payers W/O Medi-Cal,20.0,49502039475.0,Insulin Glargine-yfgn,419,323,"$30,028",$10.93,7,ML,$0.00,$0.00,$0.00,79.6%
Top 25 W/O Medi-Cal,Median,2021,Brand,All Payers W/O Medi-Cal,1.0,59572050200.0,Pomalyst,338,90,"$6,484,093",$960.75,20,EA,$920.90,$1.36,"$1,049.25",21.1%
Top 25 W/O Medi-Cal,Median,2021,Brand,All Payers W/O Medi-Cal,2.0,59572050400.0,Pomalyst,256,62,"$4,881,433",$947.85,20,EA,$914.89,$0.00,"$1,162.18",27.4%
Top 25 W/O Medi-Cal,Median,2021,Brand,All Payers W/O Medi-Cal,3.0,58468009003.0,Synvisc One,171,154,"$315,739",$229.80,8,ML,$583.64,$419.10,"$1,619.64",1.9%
Top 25 W/O Medi-Cal,Median,2021,Brand,All Payers W/O Medi-Cal,4.0,58468009001.0,Synvisc,96,85,"$195,223",$234.08,9,ML,$473.89,$467.97,$935.94,2.4%
Top 25 W/O Medi-Cal,Median,2021,Brand,All Payers W/O Medi-Cal,5.0,59572072012.0,Inrebic,572,88,"$11,109,435",$187.50,104,EA,$372.81,$4.75,"$1,171.33",17.0%
Top 25 W/O Medi-Cal,Median,2021,Brand,All Payers W/O Medi-Cal,6.0,64842072709.0,Inqovi,623,164,"$4,840,780","$1,555.02",5,EA,$335.77,$4.75,$837.19,14.0%
Top 25 W/O Medi-Cal,Median,2021,Brand,All Payers W/O Medi-Cal,7.0,89130311101.0,Gelsyn-3,133,122,"$159,900",$152.29,8,ML,$316.71,$26.25,$602.89,3.3%
Top 25 W/O Medi-Cal,Median,2021,Brand,All Payers W/O Medi-Cal,8.0,59572040528.0,Revlimid,"5,193",792,"$97,524,627",$824.66,23,EA,$294.03,$9.99,"$1,084.59",14.0%
Top 25 W/O Medi-Cal,Median,2021,Brand,All Payers W/O Medi-Cal,9.0,71558059028.0,Arikayce,"1,046",208,"$12,948,562",$52.28,237,ML,$282.00,$30.00,"$1,017.09",9.1%
Top 25 W/O Medi-Cal,Median,2021,Brand,All Payers W/O Medi-Cal,10.0,57962028028.0,Imbruvica,"2,630",390,"$37,707,570",$502.53,29,EA,$250.00,$9.87,$865.20,15.4%
Top 25 W/O Medi-Cal,Median,2021,Brand,All Payers W/O Medi-Cal,11.0,67386082219.0,Northera,553,146,"$9,557,799",$97.79,177,EA,$225.00,$25.00,"$1,589.84",4.8%
Top 25 W/O Medi-Cal,Median,2021,Brand,All Payers W/O Medi-Cal,12.0,299595030.0,Tri-Luma,266,213,"$59,276",$7.35,30,GM,$222.65,$214.43,$224.87,1.4%
Top 25 W/O Medi-Cal,Median,2021,Brand,All Payers W/O Medi-Cal,13.0,89130202001.0,Durolane,219,198,"$265,394",$305.05,4,ML,$221.83,$20.00,$596.70,7.1%
Top 25 W/O Medi-Cal,Median,2021,Brand,All Payers W/O Medi-Cal,14.0,49502080693.0,Yupelri,539,147,"$693,777",$12.73,101,ML,$218.80,$4.00,"$1,208.85",22.4%
Top 25 W/O Medi-Cal,Median,2021,Brand,All Payers W/O Medi-Cal,15.0,57962042028.0,Imbruvica,"15,370","1,946","$220,019,786",$503.61,28,EA,$200.00,$17.37,$889.47,6.5%
Top 25 W/O Medi-Cal,Median,2021,Brand,All Payers W/O Medi-Cal,16.0,50881001560.0,Jakafi,"1,906",307,"$26,834,733",$251.90,56,EA,$200.00,$12.00,$832.55,12.4%
Top 25 W/O Medi-Cal,Median,2021,Brand,All Payers W/O Medi-Cal,17.0,60842002201.0,Auvi-Q,444,191,"$2,708,444","$2,358.66",3,EA,$200.00,$50.00,$386.67,2.6%
Top 25 W/O Medi-Cal,Median,2021,Brand,All Payers W/O Medi-Cal,18.0,60842002101.0,Auvi-Q,"1,734",743,"$9,916,272","$2,319.60",2,EA,$200.00,$50.00,$295.00,2.8%
Top 25 W/O Medi-Cal,Median,2021,Brand,All Payers W/O Medi-Cal,19.0,23485745.0,Vaniqa,300,204,"$57,886",$4.12,47,GM,$197.94,$175.30,$197.94,1.5%
Top 25 W/O Medi-Cal,Median,2021,Brand,All Payers W/O Medi-Cal,20.0,89130444401.0,Supartz FX,161,142,"$164,647",$83.79,12,ML,$187.14,$35.00,$698.24,0.7%
Top 25 W/O Medi-Cal,Median,2021,Brand,All Payers W/O Medi-Cal,21.0,310051260.0,Calquence,"6,084","1,039","$83,122,788",$237.34,58,EA,$182.36,$12.00,$871.24,9.0%
Top 25 W/O Medi-Cal,Median,2021,Brand,All Payers W/O Medi-Cal,22.0,50967012630.0,Irospan 24/6,154,70,"$37,281",$6.12,40,EA,$179.77,$45.00,$184.99,1.4%
Top 25 W/O Medi-Cal,Median,2021,Brand,All Payers W/O Medi-Cal,23.0,58468022001.0,Cerdelga,499,50,"$12,962,590",$489.38,53,EA,$178.98,$26.03,$288.87,6.0%
Top 25 W/O Medi-Cal,Median,2021,Brand,All Payers W/O Medi-Cal,24.0,59676036001.0,OrthoVisc,156,136,"$309,267",$233.59,8,ML,$169.00,$50.00,"$1,695.67",5.9%
Top 25 W/O Medi-Cal,Median,2021,Brand,All Payers W/O Medi-Cal,25.0,78064930.0,Gleevec,"1,387",175,"$15,489,163",$328.47,34,EA,$156.25,$21.57,$731.44,4.6%
Top 25 W/O Medi-Cal,Median,2021,Generic,All Payers W/O Medi-Cal,1.0,57894015512.0,Abiraterone Acetate,153,59,"$671,341",$38.94,113,EA,$298.66,$10.00,$703.46,11.9%
Top 25 W/O Medi-Cal,Median,2021,Generic,All Payers W/O Medi-Cal,2.0,64980041812.0,Abiraterone Acetate,914,236,"$3,813,830",$35.36,118,EA,$246.26,$63.20,$806.89,5.5%
Top 25 W/O Medi-Cal,Median,2021,Generic,All Payers W/O Medi-Cal,3.0,69238175406.0,Abiraterone Acetate,"1,268",297,"$10,134,379",$134.40,59,EA,$150.00,$1.30,$615.35,18.5%
Top 25 W/O Medi-Cal,Median,2021,Generic,All Payers W/O Medi-Cal,4.0,55150030901.0,HYDROXYprogesterone Caproate,165,51,"$520,225",$794.24,4,ML,$150.00,$10.00,$275.00,0.0%
Top 25 W/O Medi-Cal,Median,2021,Generic,All Payers W/O Medi-Cal,5.0,16714046801.0,Capecitabine,822,267,"$758,153",$12.37,75,EA,$120.11,$10.00,$218.20,16.1%
Top 25 W/O Medi-Cal,Median,2021,Generic,All Payers W/O Medi-Cal,6.0,64679002101.0,Abiraterone Acetate,263,125,"$616,631",$19.63,119,EA,$111.72,$5.00,$213.20,13.6%
Top 25 W/O Medi-Cal,Median,2021,Generic,All Payers W/O Medi-Cal,7.0,16714096301.0,Abiraterone Acetate,450,133,"$1,008,428",$19.40,116,EA,$100.00,$3.70,$168.39,8.3%
Top 25 W/O Medi-Cal,Median,2021,Generic,All Payers W/O Medi-Cal,8.0,378692191.0,Abiraterone Acetate,"1,607",434,"$11,952,527",$131.12,57,EA,$96.63,$0.65,$448.38,21.2%
Top 25 W/O Medi-Cal,Median,2021,Generic,All Payers W/O Medi-Cal,9.0,781620675.0,Bimatoprost,183,142,"$21,019",$22.43,5,ML,$95.62,$47.81,$95.62,1.4%
Top 25 W/O Medi-Cal,Median,2021,Generic,All Payers W/O Medi-Cal,10.0,59651020508.0,Capecitabine,306,114,"$253,738",$10.93,76,EA,$94.25,$6.02,$154.05,21.1%
Top 25 W/O Medi-Cal,Median,2021,Generic,All Payers W/O Medi-Cal,11.0,24979014136.0,Hydroquinone,339,307,"$27,391",$2.72,30,GM,$93.37,$61.23,$93.37,0.7%
Top 25 W/O Medi-Cal,Median,2021,Generic,All Payers W/O Medi-Cal,12.0,69367017401.0,Hydroquinone,860,737,"$65,227",$2.54,30,GM,$93.37,$44.31,$93.37,0.7%
Top 25 W/O Medi-Cal,Median,2021,Generic,All Payers W/O Medi-Cal,13.0,69238116507.0,Abiraterone Acetate,"1,128",205,"$1,457,820",$10.97,118,EA,$92.73,$1.30,$176.55,8.8%
Top 25 W/O Medi-Cal,Median,2021,Generic,All Payers W/O Medi-Cal,14.0,70748025760.0,Arformoterol Tartrate,107,59,"$89,916",$5.95,141,ML,$87.56,$5.00,$213.07,20.3%
Top 25 W/O Medi-Cal,Median,2021,Generic,All Payers W/O Medi-Cal,15.0,378163193.0,Formoterol Fumarate,130,53,"$98,224",$7.01,108,ML,$86.72,$0.00,$548.22,43.4%
Top 25 W/O Medi-Cal,Median,2021,Generic,All Payers W/O Medi-Cal,16.0,24338002610.0,Evekeo,298,71,"$148,917",$6.74,74,EA,$85.00,$50.00,$205.68,0.0%
Top 25 W/O Medi-Cal,Median,2021,Generic,All Payers W/O Medi-Cal,17.0,62332051105.0,Bimatoprost,166,125,"$19,726",$23.07,5,ML,$78.16,$32.50,$97.51,1.6%
Top 25 W/O Medi-Cal,Median,2021,Generic,All Payers W/O Medi-Cal,18.0,50383091203.0,Bimatoprost,64,55,"$5,471",$27.22,3,ML,$76.21,$76.21,$76.21,0.0%
Top 25 W/O Medi-Cal,Median,2021,Generic,All Payers W/O Medi-Cal,19.0,781620693.0,Bimatoprost,440,286,"$38,993",$27.91,3,ML,$76.21,$76.21,$76.21,0.3%
Top 25 W/O Medi-Cal,Median,2021,Generic,All Payers W/O Medi-Cal,20.0,51991080990.0,L-Methylfolate,260,89,"$25,201",$2.21,44,EA,$70.45,$45.22,$78.83,1.1%
Top 25 W/O Medi-Cal,Median,2021,Generic,All Payers W/O Medi-Cal,21.0,60505432701.0,Abiraterone Acetate,"1,298",259,"$3,604,793",$23.96,116,EA,$70.35,$1.30,$195.86,14.7%
Top 25 W/O Medi-Cal,Median,2021,Generic,All Payers W/O Medi-Cal,22.0,68001048807.0,Capecitabine,167,84,"$143,231",$11.66,74,EA,$66.15,$0.00,$157.98,33.3%
Top 25 W/O Medi-Cal,Median,2021,Generic,All Payers W/O Medi-Cal,23.0,47335089272.0,Temozolomide,125,63,"$96,876",$52.65,15,EA,$64.88,$11.25,$145.95,14.3%
Top 25 W/O Medi-Cal,Median,2021,Generic,All Payers W/O Medi-Cal,24.0,67877045912.0,Capecitabine,348,111,"$397,075",$14.97,76,EA,$63.84,$0.00,$148.19,26.1%
Top 25 W/O Medi-Cal,Median,2021,Generic,All Payers W/O Medi-Cal,25.0,93747489.0,Capecitabine,173,94,"$171,822",$11.99,83,EA,$63.01,$9.17,$225.20,17.0%
Top 25 W/O Medi-Cal,Median,2021,All,All Payers W/O Medi-Cal,1.0,59572050200.0,Pomalyst,338,90,"$6,484,093",$960.75,20,EA,$920.90,$1.36,"$1,049.25",21.1%
Top 25 W/O Medi-Cal,Median,2021,All,All Payers W/O Medi-Cal,2.0,59572050400.0,Pomalyst,256,62,"$4,881,433",$947.85,20,EA,$914.89,$0.00,"$1,162.18",27.4%
Top 25 W/O Medi-Cal,Median,2021,All,All Payers W/O Medi-Cal,3.0,58468009003.0,Synvisc One,171,154,"$315,739",$229.80,8,ML,$583.64,$419.10,"$1,619.64",1.9%
Top 25 W/O Medi-Cal,Median,2021,All,All Payers W/O Medi-Cal,4.0,58468009001.0,Synvisc,96,85,"$195,223",$234.08,9,ML,$473.89,$467.97,$935.94,2.4%
Top 25 W/O Medi-Cal,Median,2021,All,All Payers W/O Medi-Cal,5.0,66887000301.0,Xiaflex,648,398,"$5,956,867","$5,337.69",2,EA,$383.63,$20.00,"$1,730.16",3.3%
Top 25 W/O Medi-Cal,Median,2021,All,All Payers W/O Medi-Cal,6.0,59572072012.0,Inrebic,572,88,"$11,109,435",$187.50,104,EA,$372.81,$4.75,"$1,171.33",17.0%
Top 25 W/O Medi-Cal,Median,2021,All,All Payers W/O Medi-Cal,7.0,64208823507.0,Gammaplex,473,96,"$6,758,506",$18.39,777,ML,$370.98,$1.75,$941.32,20.8%
Top 25 W/O Medi-Cal,Median,2021,All,All Payers W/O Medi-Cal,8.0,64842072709.0,Inqovi,623,164,"$4,840,780","$1,555.02",5,EA,$335.77,$4.75,$837.19,14.0%
Top 25 W/O Medi-Cal,Median,2021,All,All Payers W/O Medi-Cal,9.0,76125090020.0,Gammaked,326,61,"$5,240,676",$16.01,"1,004",ML,$326.16,$1.14,"$1,120.36",14.8%
Top 25 W/O Medi-Cal,Median,2021,All,All Payers W/O Medi-Cal,10.0,55513019201.0,Neulasta Onpro,837,229,"$5,625,883","$10,206.61",1,ML,$325.19,$4.00,$759.97,12.2%
Top 25 W/O Medi-Cal,Median,2021,All,All Payers W/O Medi-Cal,11.0,89130311101.0,Gelsyn-3,133,122,"$159,900",$152.29,8,ML,$316.71,$26.25,$602.89,3.3%
Top 25 W/O Medi-Cal,Median,2021,All,All Payers W/O Medi-Cal,12.0,57894015512.0,Abiraterone Acetate,153,59,"$671,341",$38.94,113,EA,$298.66,$10.00,$703.46,11.9%
Top 25 W/O Medi-Cal,Median,2021,All,All Payers W/O Medi-Cal,13.0,59572040528.0,Revlimid,"5,193",792,"$97,524,627",$824.66,23,EA,$294.03,$9.99,"$1,084.59",14.0%
Top 25 W/O Medi-Cal,Median,2021,All,All Payers W/O Medi-Cal,14.0,71558059028.0,Arikayce,"1,046",208,"$12,948,562",$52.28,237,ML,$282.00,$30.00,"$1,017.09",9.1%
Top 25 W/O Medi-Cal,Median,2021,All,All Payers W/O Medi-Cal,15.0,63459010310.0,Truxima,379,124,"$3,273,356",$86.01,100,ML,$260.37,$0.42,$550.02,17.7%
Top 25 W/O Medi-Cal,Median,2021,All,All Payers W/O Medi-Cal,16.0,57962028028.0,Imbruvica,"2,630",390,"$37,707,570",$502.53,29,EA,$250.00,$9.87,$865.20,15.4%
Top 25 W/O Medi-Cal,Median,2021,All,All Payers W/O Medi-Cal,17.0,2814901.0,Humatrope,675,83,"$5,641,202","$3,249.54",3,EA,$250.00,$40.42,$309.95,1.2%
Top 25 W/O Medi-Cal,Median,2021,All,All Payers W/O Medi-Cal,18.0,50242007601.0,Nutropin AQ NuSpin 20,"3,089",343,"$21,868,764","$1,226.38",6,ML,$250.00,$80.03,$292.26,3.8%
Top 25 W/O Medi-Cal,Median,2021,All,All Payers W/O Medi-Cal,19.0,64980041812.0,Abiraterone Acetate,914,236,"$3,813,830",$35.36,118,EA,$246.26,$63.20,$806.89,5.5%
Top 25 W/O Medi-Cal,Median,2021,All,All Payers W/O Medi-Cal,20.0,944270007.0,Gammagard,"1,385",186,"$16,544,116",$14.89,802,ML,$225.41,$0.31,$839.35,23.1%
Top 25 W/O Medi-Cal,Median,2021,All,All Payers W/O Medi-Cal,21.0,67386082219.0,Northera,553,146,"$9,557,799",$97.79,177,EA,$225.00,$25.00,"$1,589.84",4.8%
Top 25 W/O Medi-Cal,Median,2021,All,All Payers W/O Medi-Cal,22.0,50242007401.0,Nutropin AQ NuSpin 10,"6,035",656,"$25,167,028",$610.84,7,ML,$224.07,$68.13,$271.43,2.7%
Top 25 W/O Medi-Cal,Median,2021,All,All Payers W/O Medi-Cal,23.0,299595030.0,Tri-Luma,266,213,"$59,276",$7.35,30,GM,$222.65,$214.43,$224.87,1.4%
Top 25 W/O Medi-Cal,Median,2021,All,All Payers W/O Medi-Cal,24.0,89130202001.0,Durolane,219,198,"$265,394",$305.05,4,ML,$221.83,$20.00,$596.70,7.1%
Top 25 W/O Medi-Cal,Median,2021,All,All Payers W/O Medi-Cal,25.0,49502080693.0,Yupelri,539,147,"$693,777",$12.73,101,ML,$218.80,$4.00,"$1,208.85",22.4%
Top 25 W/O Medi-Cal,Median,2022,Biologic,All Payers W/O Medi-Cal,1.0,57894006002.0,Stelara,612,175,"$14,402,422","$25,004.20",1,ML,$797.10,$48.44,"$1,197.60",8.0%
Top 25 W/O Medi-Cal,Median,2022,Biologic,All Payers W/O Medi-Cal,2.0,76125090020.0,Gammaked,468,82,"$7,638,855",$17.19,949,ML,$709.20,$2.75,$993.07,15.9%
Top 25 W/O Medi-Cal,Median,2022,Biologic,All Payers W/O Medi-Cal,3.0,64208823507.0,Gammaplex,550,83,"$9,001,499",$19.57,836,ML,$413.55,$6.93,$951.33,15.7%
Top 25 W/O Medi-Cal,Median,2022,Biologic,All Payers W/O Medi-Cal,4.0,66887000301.0,Xiaflex,620,382,"$5,967,908","$5,794.09",2,EA,$352.42,$20.00,"$1,813.25",4.7%
Top 25 W/O Medi-Cal,Median,2022,Biologic,All Payers W/O Medi-Cal,5.0,75987013015.0,Tepezza,335,66,"$16,122,344","$15,413.33",3,EA,$350.17,$1.33,"$2,887.50",13.6%
Top 25 W/O Medi-Cal,Median,2022,Biologic,All Payers W/O Medi-Cal,6.0,64208823506.0,Gammaplex,268,62,"$2,921,933",$19.31,565,ML,$250.27,$6.16,$759.85,9.7%
Top 25 W/O Medi-Cal,Median,2022,Biologic,All Payers W/O Medi-Cal,7.0,71981002007.0,Oxervate,"1,607",401,"$51,936,849","$1,863.61",17,ML,$250.00,$3.28,"$1,863.40",14.0%
Top 25 W/O Medi-Cal,Median,2022,Biologic,All Payers W/O Medi-Cal,8.0,73536050001.0,Besremi,341,52,"$4,433,774","$7,100.86",2,ML,$250.00,$31.73,$787.44,3.8%
Top 25 W/O Medi-Cal,Median,2022,Biologic,All Payers W/O Medi-Cal,9.0,76125090010.0,Gammaked,370,89,"$4,518,203",$17.04,716,ML,$250.00,$1.33,$730.79,20.2%
Top 25 W/O Medi-Cal,Median,2022,Biologic,All Payers W/O Medi-Cal,10.0,50242007601.0,Nutropin AQ NuSpin 20,"2,905",337,"$21,254,237","$1,229.07",6,ML,$250.00,$109.39,$298.21,3.0%
Top 25 W/O Medi-Cal,Median,2022,Biologic,All Payers W/O Medi-Cal,11.0,50242007401.0,Nutropin AQ NuSpin 10,"5,667",634,"$23,252,449",$612.37,7,ML,$238.39,$50.00,$254.86,1.6%
Top 25 W/O Medi-Cal,Median,2022,Biologic,All Payers W/O Medi-Cal,12.0,68982085004.0,Octagam,748,139,"$9,655,282",$17.65,731,ML,$210.57,$0.00,$751.98,28.8%
